Title,Company,Description
Senior Data Architect - Telco Practice,AWS EMEA SARL (UK Branch),"Bachelor’s degree, or equivalent experience, in Computer Science, Engineering, Mathematics or a related field
5+ years of experience of IT platform implementation in a technical and analytical role.
3+ years’ experience of Data Lake/Hadoop platform implementation
3+ years of hands-on experience in implementation and performance tuning Hadoop/Spark implementations.
Experience Apache Hadoop and the Hadoop ecosystem
Experience with one or more relevant tools (Sqoop, Flume, Kafka, Oozie, Hue, Zookeeper, HCatalog, Solr, Avro)
Experience with one or more SQL-on-Hadoop technology (Hive, Impala, Spark SQL, Presto)
Experience developing software code in one or more programming languages (Java, Python, etc)

Are you a Data Analytics specialist? Do you have Data Warehousing, Hadoop/Data Lake experience? Do you like to solve the most complex and high scale (billions + records) data challenges in the world today? Do you like to work on-site in a variety of business environments, leading teams through high impact projects that use the newest data analytic technologies? Would you like a career path that enables you to progress with the rapid adoption of cloud computing?

At Amazon Web Services (AWS), we’re hiring highly technical cloud computing architects to collaborate with our customers and partners on key engagements. Our consultants will develop, deliver and implement AI, IOT, and data analytics projects that help our customers leverage their data to develop business insights. These professional services engagements will focus on customer solutions such as machine learning, IoT, batch/real-time data processing, data and business intelligence.

Responsibilities include:
Expertise - Collaborate with AWS field sales, pre-sales, training and support teams to help partners and customers learn and use AWS services such as Athena, Glue, Lambda, S3, DynamoDB, NoSQL, Relational Database Service (RDS), Amazon EMR and Amazon Redshift.
Solutions - Deliver on-site technical engagements with partners and customers. This includes participating in pre-sales on-site visits, understanding customer requirements, creating packaged Data & Analytics service offerings.
Delivery - Engagements include short on-site projects proving the use of AWS services to support new distributed computing solutions that often span private cloud and public cloud services. Engagements will include migration of existing applications and development of new applications using AWS cloud services.
Insights - Work with AWS engineering and support teams to convey partner and customer needs and feedback as input to technology roadmaps. Share real world implementations and recommend new capabilities that would simplify adoption and drive greater value from use of AWS cloud services.
Innovate - Engaging with the customer’s business and technology stakeholders to create a compelling vision of a data-driven enterprise in their environment

This is a customer facing role. You will be required to travel to client locations and deliver professional services when needed.

Masters or PhD in Computer Science, Physics, Engineering or Math
Hands on experience leading large-scale global data warehousing and analytics projects
Ability to think strategically about business, product, and technical challenges in an enterprise environment
Ability to collaborate effectively across organizations
Understanding of database and analytical technologies in the industry including MPP and NoSQL databases, Data Warehouse design, BI reporting and Dashboard development
Demonstrated industry efficiency in the fields of database, data warehousing or data sciences
Implementing AWS services in a variety of distributed computing, enterprise environments
Customer facing skills to represent AWS well within the customer’s environment and drive discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation
Desire and ability to interact with different levels of the organization from development to C-Level executives

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us."
Senior Quantitative Risk Associate,London Stock Exchange Group,"Quantitative Analyst Role
The role reports directly into the head of Business Risk for RepoClear and EquityClear.
Joining LCH gives you the opportunity to make a difference in global financial markets every day working on our industry-leading technology and risk management services that helps us serve our customers better. The pace is dynamic, the work is unlike any other firm in the business, and the possibilities are endless. Problem solvers, difference makers, trailblazers. Those are our people. And we’re looking for more. The role will be part of the Quantitative Risk Management department, which is charged with researching, developing, implementing and supporting the Clearing House analytics used for risk and default management. These analytics include in particular
Models (calibration, simulation, pricing, sensitivities, Value-at-Risk, liquidity, regulatory capital)
Testing frameworks (back-testing, stress testing, unit and regression testing)
Tools dedicated to clients’ portfolio management (sensitivities, risk reports, margin adequacy, collateral)
The successful candidate will lead the team responsible for the Quantitative Development across asset classes. He or she will also contribute to the Market and Liquidity Risk framework, and to feasibility studies on new products (including complex derivatives) for the benefit of senior management.
Key Skills\Experience
Demonstrable years of work experience in quantitative analysis in risk modelling;
Thorough knowledge of one or more risk model area's
Good knowledge of statistics, econometrics, financial mathematics, stochastic calculus or machine learning;
Able to generate new ideas and to effectively communicate about these ideas;
Excellent analytic skills;
Highly experienced in modern programming languages (e.g. Matlab, Python) and statistical languages (e.g. SAS, R);
Affinity with data analytics, (pre)processing, and data handling
Experience with machine learning/advanced analytics techniques is an advantage.
Able to work under high pressure;
Excellent team player with the ability to coach junior modellers;
Advanced interpersonal and communicative skills;
C++
SQL
Bloomberg + Reuters data manipulation
Market and Liquidity Risk Management Experience
People are at the heart of what we do and drive the success of our business. Our colleagues thrive personally and professionally through our shared values of Integrity, Partnership, Innovation and Excellence are at the core of our culture. We embrace diversity and actively seek to attract people with unique backgrounds and perspectives. We are always looking at ways to become more agile so we meet the needs of our teams and customers. We believe that an inclusive collaborative workplace is pivotal to our success and supports the potential and growth of all colleagues at LSEG.
A career with London Stock Exchange Group offers you the opportunity to be at the centre of the financial community. As well as competitive salaries and a range of attractive benefits, we maximise each employee’s potential through personal development plans, training, coaching and mentoring.
Please take a moment to read this privacy notice carefully, as it describes what personal information the London Stock Exchange Group (“We”) may hold about you, what it’s used for, and how it’s obtained. If you would like this information to be removed from the London Stock Exchange Group HR database, please contact workday@lseg.com . If you choose to have your information removed, you will be removed as a candidate and we will not be able to progress your application for opportunities at the London Stock Exchange Group."
Tech Lead - Data Engineer,Harnham,"Tech Lead Data Engineer
Fully Remote
6-month Contract
£750 per day

As a Tech Lead, you will be responsible for architecting and implementing a greenfield big data platform. You will also be assisting Data Scientists, productionising their Machine Learning algorithms for a fast-growing InsureTech company.

THE COMPANY:
This company are of the leading insurance companies in the UK. In order to compete with their competitors, they are looking to migrate services to the cloud and build a Data Science function who can provide insights to help them launch products that their customers want. They have the capacity to ingest big data so are building out their Engineering team and require a contractor to come in as the most senior person to lead the greenfield implementation.
THE ROLE:
As a Tech Lead, you will be using your experience to build a greenfield data lake as the central source of information for stakeholders in the business to use. This opportunity provides you with the chance to architect and develop a big data lake using a mix of real-time and batch technologies. You will be working on AWS and required to build the necessary pipelines in Python. You will also be implementing Machine Learning algorithms for the Data Scientists.
YOUR SKILLS AND EXPERIENCE:
The ideal Tech Lead will have:
Previously built a greenfield big data platform
Expertise with big data techs such as Spark or Databricks
Be comfortable coding in Python
Built Data Science models
HOW TO APPLY:
Please submit your CV to Henry Rodrigues at Harnham via the Apply Now button.
Please note that our client is currently running a fully remote interview process, and able to on-board and hire remotely as well. This role is intended to be home working for the duration of COVID-19 isolation period."
Senior PHP Developer - Laravel - Applied AI - remote,Tech Talent ID,"Senior PHP Developer with experience working on chatbots, NLP techniques, wider Machine Learning is required for a fantastic opportunity to join a small, and growing, agency focused around AI-led solutions for a variety of clients.
As part of a small team your responsibilities will include -
Agile development - user story definition Assisting with architectural design ownership of project milestones and delivering large components or a full application Development of conversational interfaces and development of chatbots
Ideally you can demonstrate experience across -
PHP - Laraval/Symfony based solutions Consumes API-based services relational database and non-relational database solutions Containerisation in Docker (or similar) Modern JS frameworks, ideally vue.js NLP techniques, ML techniques
Please contact me for a full spec and detailed conversation about the opportunity, project and business plans for the organisation and how you can play a significant part in their growth."
Senior Python Engineer - Fintech - ML,Oho Group,"Senior Python Engineer

Senior Python Engineer - Fintech - Machine Learning

Senior Python Engineer - Advanced Analytics - Datacentric

Exceptional and highly experienced Senior Python Engineer required for unique Fintech firm, increasing profitability of large scale financial firms through complex data analytics and a highly advanced machine learning platform.

This company are at the intersection of Data Science and large scale finance and as their demand grows significantly, they require a Senior Python Engineer who not only has a wealth of experience in Python, but also a desire to make an impact in a rapidly advancing and unique start up.

If you think you fit the bill, please apply, interviews happening immediately.

Senior Python Engineer - Advanced Data Analytics

Senior Python Engineer - Fintech - Machine Learning

Senior Python Engineer"
Senior Software Engineer,Venturi,"Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
Rates: £600 – £700 per day
Location: London
Duration: 6 – 7 Months
Key Responsibilities of the suitable Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
An international organisation is seeking a talented senior developer with experience in software engineering.
The successful applicant will be invited to join our welcoming, diverse team in London and work on innovative solutions to complex problems.
The role will require you to interact with clients and collaborate with their passionate team of data scientists and systems engineers, shaping software to meet client needs.
We are seeking a senior developer with at least seven years of experience within the industry, covering the full spectrum of software engineering practices.
Essential Experience of the suitable Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
Expert in one of the following C++ or Python.
Multiple software languages and environments, including Windows and Linux systems, Web and REST API development
Hands on best practices software development in various modern languages
Application of software engineering skills to quantum computing
Lead achievement of the team’s software engineering outcomes in a distributed environment
Mentoring and advancement of other team members
Ideally come from Finance/Banking/Machine Learning/Quantum Computing background.
Beneficial Experience of the suitable Senior Software Engineer (C++, Python, Algorithms, Quantum Computing)
Modern, underlying technologies such as high performance computing, GPGPU, containers and cloud computing environments
GPU’s
Development of Simulators
Development of Use Cases
Applied Research
At least Bachelor’s degree in Engineering (Computer Systems, Software, IT&T, Systems). Specializations in computer science, advanced mathematics and physics are highly regarded
To apply for the Senior Software Engineer role please send an updated CV to shelby.watts@venturi-group.com
Venturi is a staffing business dedicated to you, differentiating ourselves in the marketplace by quality of service and candidate delivery. Our highly skilled and experienced staff operate within dedicated markets to give you the best service possible. Venturi markets include Business Intelligence, Development IT & Legal IT. Venturi operates as an employment agency and employment business. No terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we are happy to accept applications from persons of any age for this role."
Senior Data Scientist,Metrica Recruitment,"The Company
This company is a leading consumer finance provider within the credit card market. With their own brands of cards, and provision of credit card facilities for their leading retail partners, they have gone through extensive growth and now have a customer base of over five million.
Utilising their comprehensive customer knowledge they work with partnered brands to assists them in developing their products and services. With a huge emphasis on analytics they have created a data environment that is primed for a talented data scientist to make a genuine impact.
The Role
This role sits within the commercial and marketing data science team working on a new project that aims to transform the way their partners leverage data. In a cross-functional team of talented data professionals, you will be working to creates a data science product that will involve using innovative, experimental data science techniques, as your ideas are put live with retail partners.
With a unified data environment that is entirely cloud based, you will be able to be fully focused on using your data science abilities, using tools a wide range of software. This is a brilliant opportunity for a talented individual with a strong theoretical understanding of data science techniques to implement that in a commercial environment, on a variety of projects, for a forward thinking company.
The Candidate
An MSc or PhD in maths, statistics or computer science from a top University.
Extensive machine learning experience.
Strong statistics grounding.
Job Owner: d.prosser"
Payment Operations Lead- London,Revolut,"ABOUT THE TEAM
The Core Payments Department is in charge of building global payment products, which allow Revolut customers from any country in the world to make and receive external payments in the fastest and most reliable way possible. The objective is simple: deliver the best payments product offering on the market.
The Department is mainly composed of product teams who are responsible for building the backend side of these payment capabilities, and service teams which are responsible for minimising issues our customers face, and ensuring that they have an excellent experience should issues arise.
Payments Operations is the aggregation of these services teams. It comprises people who love to dig deep into problems, find the root causes, build processes and provide world-class service to customers.

WHAT YOU'LL BE DOING
Build, manage and scale Payments Operations teams located across various cities: Krakow, Vilnius and Porto (Payments Investigations, Payments Processing, Payments Recovery)
Establish KPIs which truly represent the business value generated by the teams and ensure that they are met
Build efficient processes which maximise the productivity of the teams
Fix root causes and build scalable solutions to minimise the number of payment processing issues in the short, medium and long term
Ensure the fulfilment of our obligations towards our clients and other financial institutions
Report to the VP of Core Payments

WHAT YOU’LL NEED
You have experience building and managing multiple operational teams with more than 50 employees overall
You have experience working in a bank or other financial services company (preferably in payments or operational department)
You have a strong track record of achievements
You have strong project and stakeholder management skills
You have experience in establishing and delivering KPIs
You are logical, analytical and have experience resolving team productivity issues in efficient ways
You have knowledge of correspondent banking and clearing schemes
You have flawless English skills, both speaking and writing
A little about us…When Revolut was founded in 2015, we had a vision to build a sustainable, digital alternative to traditional big banks. Our mission now is to help our customers improve their financial health, empower them to have more control, and promote financial cohesion across the communities in which we operate. Launching into 2020 with 10 million Personal customers and over a quarter of a million Business customers only reinforced our belief in the vast need across the world for better financial services. As our customer base has boomed in the last year, we’ve expanded our team to match that growth. We started 2019 with several hundred employees; we closed it out with 2000.

What we’re looking for…Revolut is being scaled up by people all around the world who share our vision. We’re looking for people who align with our four core values: we Never Settle, we Get It Done because we Think Deeper and we’re Stronger Together. You’re the kind of person who wants to join a community of forward-thinking people, all personally and professionally invested in Revolut’s mission. You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We believe in empowering our Revoluters in their work, giving them autonomy and ownership of what they do. We want everyone at Revolut to own their story and their successes - working with us means you’re not just another cog in the machine.

THE BENEFITS
Competitive salary
Biannual equity bonuses
All the latest tech you need
Skip the commute and work from home once a week
Roll with a free Revolut Metal subscription
Pension plan
Private health insurance
Start the day properly with fresh fruit and cereals
Stay refreshed: get juice, tea, coffee and soft drinks on tap
Rest up with 29 days’ holiday per year"
Senior Data Engineer,Datatech Analytics,"Senior Data Engineer – Salary Negotiable + Benefits – London – J10083

As an international media group that spans 22 countries, our client is constantly evolving and it encourages its employees to do the same. The company’s wide portfolio of sites and services means that it has a rich source of proprietary data and application areas to try out many different approaches in a creative, innovative and ambitious environment.

Responsibilities:
You will join a cross-functional team and collaborate with other engineers, data scientists, product owners and UX designers on a daily basis. You’ll utilise Machine Learning and Engineering skills to architect and develop global scale solutions, capable of inferring from billions of events to produce real-time predictions. These systems impact millions of users across the globe, personalising both content and advertising to improve the user experience.
In particular, you will:
Architect and implement distributed, fault tolerant data processing systems capable of processing billions of events per day
Work closely with data scientists to define and develop infrastructure and distributed machine learning services
Write high quality, maintainable code and drive improvements in a development environment
Keep on top of the emerging best practices and champion these within the organisation
Collaborate closely with many other teams

Knowledge and Experience:
Fluency in Scala/Java/Python
A solid understanding of Computer Science fundamentals (algorithms and data structures)
Experience in processing lots of data with Spark/MapReduce
Experience with a large-scale key-value store
A passion for machine learning
Significant experience with AWS or a similar cloud service
The ability to work effectively in a distributed organisation

If this sounds like the role for you then please contact Roisin McCarthy on
Show phone number
, or email: rmccarthy@datatech.org.uk.

Alternatively, you can refer a friend or colleague by taking part in our fantastic referral schemes! If you have a friend or colleague who would be interested in this role, please refer them to us. For each relevant candidate that you introduce to us (there is no limit) and we place, you will be entitled to our general gift/voucher scheme."
Senior Operations Manager,Revolut,"ABOUT THE TEAM
Revolut does Operations differently. The team sits at the core of Revolut, working with departments across the business to help solve issues and create effective, scalable solutions.
Operations has been responsible for major milestones like launching Premium and building our banking infrastructure, as well as saving millions of pounds for the business.
Working in Operations at Revolut will give you exposure to a range of different verticals, where you will deep dive into the fundamentals of each business area you work on. This gives you breadth and depth of experience unrivalled in almost any other job and offers you the chance to have a huge impact on Revolut’s success.

ABOUT THE ROLE
Senior Operations Managers are hands-on general problem solvers with an ability to take ownership of multiple functions across the organisation and ultimately build teams to achieve great results.
You'll be responsible for:
Building and optimising scalable processes to prepare the company for hyper growth
Leading and executing (end to end) core infrastructure projects
Strategy: exploring and defining which projects the team should prioritise, and setting a timeline to reach goals quickly
Product improvement: proactively searching for new features to provide a seamless customer experience

WHAT YOU'LL NEED
You have graduated with a STEM/Economics/Finance degree & have 5+ years of work experience in a fast-paced environment
You have a solid track record of achievement - e.g. You have worked in a top tech company and/or startup, have quickly assumed responsibilities
You can break complex problems into smaller ones and enjoy working with data to facilitate your work using such tools as SQL, Python and Excel
You are curious by nature and interested in making an impact
You can demonstrate this through various projects you have been involved in
You can make a good business case and convince people to help you execute

A little about us…When Revolut was founded in 2015, we had a vision to build a sustainable, digital alternative to traditional big banks. Our mission now is to help our customers improve their financial health, empower them to have more control, and promote financial cohesion across the communities in which we operate. Launching into 2020 with 10 million Personal customers and over a quarter of a million Business customers only reinforced our belief in the vast need across the world for better financial services. As our customer base has boomed in the last year, we’ve expanded our team to match that growth. We started 2019 with several hundred employees; we closed it out with 2000.

What we’re looking for…Revolut is being scaled up by people all around the world who share our vision. We’re looking for people who align with our four core values: we Never Settle, we Get It Done because we Think Deeper and we’re Stronger Together. You’re the kind of person who wants to join a community of forward-thinking people, all personally and professionally invested in Revolut’s mission. You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We believe in empowering our Revoluters in their work, giving them autonomy and ownership of what they do. We want everyone at Revolut to own their story and their successes - working with us means you’re not just another cog in the machine.

THE BENEFITS
Competitive salary
Biannual equity bonuses
All the latest tech you need
Skip the commute and work from home once a week
Roll with a free Revolut Metal subscription
Pension plan
Private health insurance
Start the day properly with fresh fruit and cereals
Stay refreshed: get juice, tea, coffee and soft drinks on tap
Rest up with 29 days’ holiday per year"
Senior Data Engineer,Direct Line Group,"COVID -19 update
We’re actively looking for people to join our teams and we’re committed in protecting your health and wellbeing during every step of our recruitment process.
If you’re successful in securing a role with us you’ll find we’ll be doing things a little bit differently and it may mean you’ll initially join our team by working from home.
During this time we’ll work with you to make sure you have the tools and equipment you need and that you feel part of our amazing DLG team!
What we’re looking for:
Want to join the Chief Data Office department here at Direct Line Group? We currently have a phenomenal opportunity to build, maintain and support a new cloud based big data platform as part of a large investment plan across data.
We are looking for a Senior Data Engineer to join us to help us lead our teams and projects. We are looking for someone who is dedicated and will seek to identify improvements and efficiencies, while utilising new technologies and existing tools.
Who you’ll be working with:
It’s not just what we do; it’s how we do it. We bring our whole selves to work every single day and embrace fresh thinking – after all, the world is constantly changing and we adapt with it. You will work as part of a cross-functional agile delivery team, including analysts, architects, big data engineers, machine learning engineers, and testers.
We appreciate the knowledge and skills that each one of us brings to the business. It’s hard not to be encouraged by the things that make us unique.
Boldness, curiosity and enthusiasm go a long way. And they’re helping us transform the industry we lead.
What you’ll be doing:
You will be a hands on leader resolving complex problems and implementing high performance solutions that will run on top of our cloud based big data platform.
We will be looking to you to help us evolve common standards and best practices as we continue on our journey of change. You use your strong leadership skills when collaborating with other colleagues and external consultants to help us be the best that we can be.
We want you to use your experience in engineering, optimising and debugging high performance data pipelines to contribute to the creation of data platforms.
Experience with object oriented and functional design, coding, and testing patterns as well as experience in engineering software platforms and large-scale data infrastructures will come in handy here.
What we’ll give you:
Come join us and you’ll find yourself in the middle of one of the most on-the-go teams in the business, with autonomy and exposure to industry leaders on huge household brand names. We’re always encouraging internal development and you’ll have access to loads of learning opportunities, events and conferences to build your industry knowledge."
Senior Data Scientist,Datatech Analytics,"Senior Data Scientist - £Competitive Salary – Plus Benefits – London – J10737

This role offers the opportunity to work on complex problems to be solved in the Applied Data Science & Machine Learning team. This organisation is a giant in the FMCG’s arena
with thousands upon thousands of loyal returning customers. Due to the success of recent projects has led to an increased demand for Data Science and production algorithms across the business.

Role & Responsibilities
Solve complex business problems at pace
Educate and train Data Science colleagues on best practices
help to improve the team’s operating model.
Design methodical Data Science experiments
Select and tune algorithms and quantify performance in a commercially relevant way.
Develop and maintain relationships with key internal customers and product owners
Manage delivery of concurrent Data Science projects to high quality
increase awareness of Data Science and drive its uptake.
Translate business challenges into Data Science hypotheses.

Experience & Skills Required
Educated to degree level in a quantitative advanced degree (e.g. statistics, math, science, computer science, engineering)
Proficient with Python and Data Science stack
Tell engaging stories to senior stakeholders using non-technical language to influence change.
Have an understanding and translation of retail business problems into feasible and practical algorithms.
Familiarity with software engineering techniques advantageous.
Experience of delivering proof of concept projects
Proven history of quantifiable successes in Data Science delivery in a commercial environment


If you fit the above job description, please contact Teresa Cheeseman or email her on teresa.cheeseman@datatech.org.uk. Please be advised that we can only accept candidates who have the right to work in the UK.

Alternatively, you can refer a friend or colleague by taking part in our fantastic referral schemes! If you have a friend or colleague who would be interested in this role, please refer them to us. For each relevant candidate that you introduce to us (there is no limit) and we place, you will be entitled to our general gift/voucher scheme."
Senior Quantitative Analyst,Robert Walters,"A well known Financial Services business based in London is currently looking for a Senior Quantitataive Analyst to join their Cross Assett Business Risk Division.
This role offers the opportunity to join a front office dynamic and innovative Quantitative Risk Team, focused on the research, development and implementation of risk analytics across various asset classes.
Key responsibilities in the Senior Quantitative Analyst role will include:
Modelling across calibration, simulation, pricing, sensitivities, VaR, liquidity and regulatory capital)
Testing of various frameworks (Back-testing, stress testing, unit and regression testing)
Client portfolio management ( sensitivities, risk reports, margin adequacy, collateral)
Contribution to the market & liquidity risk frameworks and the feasibility of new products.
A successful application in the Senior Quantitative Analyst role will include:
Demonstrable experience in quantitative analysis in risk modelling and risk model areas.
Good knowledge of statistics, econometrics, financial mathematics, stochastic calculus or machine learning
experienced in modern programming languages (R, Python)
Working knowledge of market risk analytics (VaR, SVaR, stress testing)
Cross Asset product knowledge would be highly advantageous.
Experience in Investment Banking is highly beneficial
Should you meet the requirements, please click to apply!

A well known Financial Services business based in London is currently looking for a Senior Quantitataive Analyst to join their Cross Assett Business Risk Division."
Senior Backend Engineer,Revolut,"ABOUT THE ROLE
We’re looking for a Backend Engineer to sit within our development team at our offices based at our London-based office in Canary Wharf.
We’ve hired some of the most talented engineers and designers that the world of tech has to offer, and we’re keen to showcase their talent to the world - and that’s where you come in.

What you'll be doing
The work will focus mostly on greenfield development and improvement of existing systems.
Projects will include building mobile APIs, developing micro services to evolve our architecture, and perfecting a number of systems that our business depend on, like risk management, fraud detection, payment processing for example.
Our technology stack is based predominantly on Java 11 on the backend.
There is an opportunity to introduce Kotlin for new components.
We have a minimalist approach to using external frameworks, with emphasis on maintainability and fast turnaround with TDD, DDD and Continuous Integration & Delivery.

WHAT YOU’LL NEED
Fluency with Java or Kotlin
5 years (or above) experience in back-end development
Bachelors Degree (or above) in Computer Science/Maths/Physics/similar
Quick learner with an ambitious and results driven personality
Work well as part of a team in a fast-paced environment
Excellent communication and organisational skills
Flexible working hours
English
A little about us…When Revolut was founded in 2015, we had a vision to build a sustainable, digital alternative to traditional big banks. Our mission now is to help our customers improve their financial health, empower them to have more control, and promote financial cohesion across the communities in which we operate. Launching into 2020 with 10 million Personal customers and over a quarter of a million Business customers only reinforced our belief in the vast need across the world for better financial services. As our customer base has boomed in the last year, we’ve expanded our team to match that growth. We started 2019 with several hundred employees; we closed it out with 2000.

What we’re looking for…Revolut is being scaled up by people all around the world who share our vision. We’re looking for people who align with our four core values: we Never Settle, we Get It Done because we Think Deeper and we’re Stronger Together. You’re the kind of person who wants to join a community of forward-thinking people, all personally and professionally invested in Revolut’s mission. You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We believe in empowering our Revoluters in their work, giving them autonomy and ownership of what they do. We want everyone at Revolut to own their story and their successes - working with us means you’re not just another cog in the machine.

THE BENEFITS
Competitive salary
Biannual equity bonuses
All the latest tech you need
Skip the commute and work from home once a week
Roll with a free Revolut Metal subscription
Pension plan
Private health insurance
Start the day properly with fresh fruit and cereals
Stay refreshed: get juice, tea, coffee and soft drinks on tap
Rest up with 29 days’ holiday per year"
Commercial Strategy Lead at Data Intelligence Platform,Grey Matter Recruitment,"This is an extremely high impact role and opportunity to shape the direction of an incredibly sophisticated machine learning platform.

The Company
Founded by Oxford University Professors and pioneers in Computer Science technology, this highly sophisticated machine learning data tool is able to apply advanced reasoning to raw data and query with sophisticated rules in place. This incredible feat of research and Engineering is leading a data revolution! Backed by top capital investors, they now need a high energy, self-starter to help drive their next phase of growth.

The Role
As Commercial Strategy Lead, you will define the value proposition for different market segments, develop go to market strategy and lead commercial conversations with Enterprise level prospects, adopting a highly consultative approach.
Demonstrate ability to understand a client’s data objective and platform solutions.
Establish commercial development processes to utilise market intelligence and delver effective reporting
Lead and close enterprise level contact negotiations

Desired Skills & Experience
With a strong academic record, high energy, and a self-starter attitude, you will have a passion for the endless possibilities of data and a highly entrepreneurial spirit.
Proven experience in nurturing and influencing deals
Good understanding of computer science and machine learning concepts.
Ability to take initiative and make things happen"
Data Engineering Team Lead,WorldRemit,"You are an inspirational role model responsible for leading, coaching and mentoring engineers in a self-organising, cross-skilled team environment. Acting as a servant/leader, you support and empower your team to deliver high quality solutions at WorldRemit, ensuring key decisions on technical approach and delivery are appropriate, timely, communicated and agreed with the Engineering group and Business Stakeholders.
As Data Engineering Team Leader, you will be responsible for the enhancement and ongoing maintenance of our Data Lake and Data Warehouse, writing new data pipelines to capture new data and transform this into high performance data sets to be exploited by Data Analysts, Data Scientists and Machine Learning Engineers.
Responsibilities:
Providing technical and people leadership for a team of engineers, fostering a culture of support and collaboration in the team and across the broader product-engineering organisation
Hands-on participation in Engineering tasks such as coding, peer reviews, building automation tests
Acting as initial point of contact for your team and facilitating the inclusion of your engineers as required
Working closely with Product Managers to align on your team's capacity
Working closely with Scrum Masters to build engagement, focus, responsibility and motivation in the team
Working closely with Architects to discuss and agree solutions
Facilitating continuous improvement in the team by reviewing performance metrics and ensuring improvements identified from retrospectives are actioned
Communicating technical vision, roadmap, progress and knowledge in your area via presentations and digital channels, including the publication of blogs
Helping others to reach agreement on solutions for complex challenges
Assisting the Head of Engineering with performance reviews and responsible for personal development by holding regular 1:1s with team members
Hiring and retaining top engineering talent; fostering a high-performance culture in your team
Proactive enhancement and support of the Data architecture to minimise technical debt and maximise agility
What we are looking for:
Deep technical knowledge in engineering and agile practices with a passion for learning new or emerging technologies
People leader with ability to build capability through developing people
Excellent interpersonal, oral and written communication skills
Capable of providing reports, presentations, making risks transparent and driving communication effectively within the Team, with HoE and CTO and outside to the wider organisation (e.g. writing blog / newsletters)
A leader who appreciates the importance of unlocking customer value at the earliest opportunity.
Experience of working in a high-volume FinTech business
Track record of driving the highest level of engineering standards: architecture, coding, processes, and working practices
An innovative mindset who embraces change
Ability to represent WorldRemit on a wider stage by attending/presenting at conferences & meet-ups
Your skills:
A skilled Python Data Engineer. You are experienced in building complex ETL pipelines using Python.

Solid dimensional modelling experience. You can design a star schema from scratch

Experience of the AWS stack. You have some previous experience of working with the AWS tool set. Any exposure in particular S3, Athena, Redshift or EMR would be an advantage.
Big-data experience. You have used big data related tools and techniques extensively in previous roles (data lakes, distributed processing platforms, streaming technologies). Spark and Kafka would be an advantage.
Exposure to Machine Learning. You understand the basics of machine learning, primarily in the area of feature engineering and supporting ML pipelines
Happy in the Clouds. Our Cloud Native platform is hosted on AWS. You'll be comfortable working with a system that supports users from around the world, at scale.
Well-principled. Especially in the craft of Software Engineering – you will understand deeply,test-ability, extensibility, scalability.
Bias for action. You see a problem, you fix a problem. You get buy in for your solutions and keep tickets moving. We're always looking for ways to ship at pace.
Growth mindset. A willingness to use your skills and experience to mentor less-experienced engineers. A desire to learn from others and make yourself better every day.
Agile outlook. You need to be excited about working in a fast-changing environment. Products, tools, frameworks and processes change, we evolve and take the best bits with us. The teams drive the evolution."
Lead Fraud Analyst,Harnham,"Lead Fraud Analyst
London - Flexible/Home/Remote working
Up to £50,000 + shares
A rare opportunity to join an AI-based payments fraud technology start up to develop and lead their fraud product analytics.
THE COMPANY
Developers of machine learning and AI fraud risk products. Split over two locations, this company have a strong and fast growing market presence across Europe. Passionate about their products and potential, they are looking a like-minded individual to grow and shape their analytics function.
THE ROLE
Build real-time rules for issuing and acquiring card fraud
Develop products to fulfil customer needs and maintain a market-lead position
Analyse complex and diverse datasets from multiple customers and industries
Provide expert fraud knowledge of issuing and acquiring to the business
Own the analytics function and build a team to support
YOUR SKILLS & EXPERIENCE
Experience with fraud rules management
Solid knowledge of issuing and acquiring
Analytical skills with SQL, SAS or similar
Understanding of fraud risk management products such as Feedzai, BioCatch, Featurespace, etc.
Passion for AI and Machine Learning
Experience working in a payments company
BENEFITS
Up to £50,000
Company share options
Pension scheme
Flexible working
HOW TO APPLY
Please register your interest by sending your CV to Rosalind Madge via the Apply link on this page.
Please note the client is running a fully remote interview process and is prepared to onboard starters remotely during the Covid-19 pandemic."
