Title,Company,Description
Junior Operational Risk Manager,Revolut,"ABOUT THE TEAM
Our Risk team sits at the very core of Revolut. It works across functions, products, and regions to monitor front-line performance and ensure that the business is on safe footing. People in the Risk team are among the first in the company to get involved in new business initiatives, from app technology, to treasury and finance, to customer support.
If you want to gain priceless experience and exposure in one of the fastest-growing scaleups in Europe, helping to make Revolut safer for our customers, employees and shareholders, then apply to join our Risk department today.

THE TEAM
Risk Management sits at the very core of Revolut. Working with business representatives across all parts of the company we have an exciting opportunity to see the whole picture and help everywhere. Today we dig into Revolut app technology, tomorrow into treasury and finance and next week into customer support and help assessing risks of international expansion project. We are a small team, so you will not miss anything and your contribution will be very visible.

WHAT YOU'LL BE DOING
Work with the first line of defence to identify, assess, document and regularly review operational risks
Coach the business to design and implement controls
Help design and build our operational risk engine
Assist with developing key risk indicators
Monitor operational risks against limits, produce respective reports
Take ownership of the risk incident management process including registration of risk events, managing and delivering risk incident reports Conduct presentations and workshops in risk identification and mitigation

WHAT SKILLS YOU'LL NEED
2:1 degree from a top university & at least 2 years of work experience in Operational Risk Management or Management Consulting, preferably in financial services.
Previous examples of practically interpreting and organising complexity
A solid track record of achievement: you have quickly assumed responsibilities or have won competition awards (can be any of academic, professional, and/or sport)
Organised and methodological
Strong interpersonal skills

A little about us…When Revolut was founded in 2015, we had a vision to build a sustainable, digital alternative to traditional big banks. Our mission now is to help our customers improve their financial health, empower them to have more control, and promote financial cohesion across the communities in which we operate. Launching into 2020 with 10 million Personal customers and over a quarter of a million Business customers only reinforced our belief in the vast need across the world for better financial services. As our customer base has boomed in the last year, we’ve expanded our team to match that growth. We started 2019 with several hundred employees; we closed it out with 2000.

What we’re looking for…Revolut is being scaled up by people all around the world who share our vision. We’re looking for people who align with our four core values: we Never Settle, we Get It Done because we Think Deeper and we’re Stronger Together. You’re the kind of person who wants to join a community of forward-thinking people, all personally and professionally invested in Revolut’s mission. You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We believe in empowering our Revoluters in their work, giving them autonomy and ownership of what they do. We want everyone at Revolut to own their story and their successes - working with us means you’re not just another cog in the machine.

THE BENEFITS
Competitive salary
Biannual equity bonuses
All the latest tech you need
Skip the commute and work from home once a week
Roll with a free Revolut Metal subscription
Pension plan
Private health insurance
Start the day properly with fresh fruit and cereals
Stay refreshed: get juice, tea, coffee and soft drinks on tap
Rest up with 29 days’ holiday per year"
Graduate Cyber Technology Specialist,Oho Group,"Graduate Cyber Technology Specialist

One of the world’s leading AI and Machine Learning cyber security companies are looking for highly enthusiastic graduate cyber security specialists to join their ever-successful journey. The role will involve technical and consultative aspects in the area of cyber security and will require national and international travel. This is a massive opportunity for any top graduates to start out their career in a driven and progressive environment.

You must be fluent in English and have other European language skills at fluent or native level. Either French, Spanish, Dutch, Italian, Swedish or Danish due to offices being based across Europe.

The Graduate Cyber Security Specialist requirements:
From a top University (Russel group) or equivalent
2:1 or above in a Bachelor’s or a Master’s in a scientific, technical or engineering discipline.
Entrepreneurial and hard working.
Enthusiastic for the cyber security field.
Graduate Cyber Security Specialist desirables:
Knowledge of cyber security technologies.
Experience in a customer/ client facing role.
It is not essential that you have the technical knowledge but that you come from a highly educated background and have the enthusiasm to learn.

Interviews are being conducted, so apply now!

Keywords: Graduate Scheme, Cyber Security Specialist, Technology, London, Travel, Russel Group, Graduate Scheme, Cyber Security Specialist"
Junior Growth Hacker - London,Echobox,"Reporting to the Echobox Head of Marketing, the Junior Growth Hacker leads the digital demand generation strategy. They contribute to revenue generated from both new and existing customers by developing effective lead generation, inbound marketing, conversion optimisation and eCRM campaigns.
You will have a passion for B2B marketing, innovation and results delivery (either in-house or at an agency). Comfortable managing a broad remit of digital channels and levers, you’ll be organised, with an attention to detail and the ability to grasp new tech quickly. You will be comfortable with a data- and analytics-led approach to maximise channel and content performance.
Responsibilities
Develops and delivers marketing demand generation plan through digital awareness and conversion campaigns
Channels and levers include paid social, PPC, email marketing, CRO and SEO.
Optimises and reports on campaign and website performance including traffic to lead, cost per lead and ROI
Leads eCRM strategy, including lead nurture, lifecycle communication and segmentation campaigns
Works closely with the Content Marketing Manager to distribute content across paid channels
Oversees media plans and provides guidance on targeting, spend targets, bidding strategy, messaging strategy and experience design
Executes account-based paid marketing campaigns to drive demand generation and pipeline for strategic accounts
Executes campaigns across multiple markets, sectors and regions.
About Echobox
We are a fast-growing, research-driven company that has built an artificial intelligence that helps online publishers overcome the challenges they face every day. Using novel machine learning techniques, we are revolutionising the publishing industry and have a track record of building things that others have ruled out as impossible. Leading names from around the world rely on our product every day, including The Times, Le Monde, The Guardian, Vogue and many more.
Our team is our best asset. We work with extremely smart and talented individuals, who all enjoy a high degree of responsibility and independence in structuring their work.
Do you think you have what it takes to be part of Echobox? We'd love to hear from you.
Requirements
Academic Requirements
Minimum 2.1 degree (or equivalent) from a top-tier university or university with a top-tier marketing programme
Fluent written and spoken English
Required Skills and Experience
1-2 years marketing experience (either in-house or agency)
Experience of marketing automation
Experience in at least two of the following areas: Paid Social (eg LinkedIn Ads, Facebook Ads, Twitter Ads), PPC (Google AdWords), Conversion Optimisation (eg Google Optimize), Email Marketing, SEO strategy.
Preferred Skills and Experience
Track record of lead generation campaign delivery
SaaS/B2B marketing experience
A marketing qualification
Knowledge of marketing attribution and lead processing
Hands-on knowledge of Hubspot
Benefits:
Our employees enjoy free breakfast every day, coffee, drinks and snacks all day, everyday. Every Wednesday, we order food for our weekly team lunches where everyone gets together for an hour of fun. We have monthly team events (dinner, bowling, karting, poker nights, board-games etc.) for our team to get to know each other outside of work. Professionally, we host in-house conferences and an annual summer camp for all our global employees who are flown to and hosted in London. We ensure that all our employees also get pension contributions, the latest tech, generous annual leave and an amazing office with a balcony overlooking Notting Hill."
Junior Frontend Engineer,Marshmallow,"We're rebuilding insurance. For good.
We use machine learning, automation, our own technology stack and comprehensive data integrations to create products that are affordable, instant, and inclusive.
This is an ambitious journey and we've got a long-way to go. We started out as a 6-person team in an office no bigger than a cupboard, now we're a team of over 50 and one of Europe’s fastest growing fintechs.
In this role, you will get the opportunity to gain commercial experience in a fast moving startup as well as working closely with product and design. You are guaranteed to learn and grow quickly, learning from a highly experienced team of engineers. You will develop a firm grasp on the frontend and gain exposure to backend technologies and commercial infrastructure for at least three products. You will get to work on a well-maintained codebase with cutting edge frontend technologies including React hooks, Redux, and Typescript.
You can find out about our culture and what working at Marshmallow is like here.

What you'll be doing
You will join the Efficiency Team focusing on our customer facing products and becoming familiar with the general technologies we use on the frontend (Customer Account and Agent Portal);
You will also actively contribute to the Frontend Working Group and follow a learning and development plan put together by your mentor and you;
You’ll be handling small features autonomously and getting more and more familiar and comfortable with React, Redux and Typescript;
You will be contributing to Marshmallow’s component library and using those components to build features; and
You’ll be identifying bugs and you’ll be helping to review other frontend code in pull requests.


Who you are
You are a self-starter who likes to take ownership
You are curious and have a can do attitude
You are ambitious and keen to grow as an engineer
You are organised and can be relied upon to get things done
You enjoy working as part of a team and owning the work you do
You enjoy problem solving and debugging
You enjoying moving fast and learning new things
You have a growth mindset and you are passionate about improving your skills and learning as much as you can
You show a certain degree of self-direction
You are interested in industry trends and follow the frontend community
Requirements
A bachelor’s degree with a 2:1 of any discipline or have graduated from bootcamp
Good working knowledge of HTML, CSS and JavaScript
Good working knowledge of Git
Basic demonstrable understanding of React
Familiarity with Redux and Typescript are a bonus
An good grasp of the importance of responsive design
An ability to transform any given designs into semantic markup
A good eye for detail
Benefits
Competitive salary
Stock options ‍‍‍
33 day holiday allowance (inc bank holidays) ️
Pension
Health insurance
Cycle to work scheme
Learning and training
Flexible working
Monthly socials
Logistics
Our process consists of an initial stage call, a technical test and two interview stages
We will let you know if we are going to invite you to interview or not. However, we are a small team so cannot provide feedback on your application"
Social Media & Content Digital Marketing Junior (Remote),Insider Academy Ltd,"We're looking for a driven and passionate individual to join our company Success Insider. We're the world's leading online personal growth educational platform and we help people to eliminate their biggest limiting blocks and reach their full potential.
Our company Success Insider has had tremendous growth so far; organically reaching over 35 million people on just Youtube alone.
Our ultimate mission and vision is positively impact the lives of over 1 billion people across the globe, which is why we're looking to recruit a passionate individual with a passion for community management, content writing and social media marketing.
We are a small friendly team (4 team members in total) just at the brink of rapidly scaling our operations this year meaning your opportunity for growth and rewards are endless since you'll be joining us at the start of this incredible journey ahead.
*Characteristics we look for:
1) You love to help people and you want to make a difference. We’re a H2H company, which stands for heart to heart, human to human. That’s why what we’re looking for in every team member, is somebody who’s wants to join our mission and to help people from the right place.
2) You’re driven and passionate to achieve big goals and to contribute to our mission. We’re not your average company - in fact, we’re allergic to average and mediocrity. That’s why we set big goals and we need a go-getter to help us make our mission a reality.
3) You're a team player and you're awesome to be with. Energy is contagious, so we want to make sure we have the right people on board who radiates positive vibes and great energy.
4) You love challenges and the word ""I can't"" is non-existent in your vocabulary. The difficult tasks are done ASAP. The impossible takes a little longer.
5) Your PASSION is everything. We believe that in order to become great at anything in life, you must LOVE what you do. So to be considered, you must show your hunger and eagerness to learn and master copywriting & copywriting.
6) You're extremely organised and happy to work from home. Due to the global nature of our business our team members are based all around the world and that's why to be considered for this role you must be extremely organised as this will be a work from home position.
*What we really look at:
1) Your attitude. We can take someone with C competency and shape that person into a superstar with the right attitude. Attitude is everything to us because it determines your altitude. Rest assured, we don’t look at your grades in school or in college. Who you are is what matters most.
2) Your willingness to learn. Even if you don’t have the competency in certain skill sets right now, that’s irrelevant if you’re super hungry to grow - and also believe that learning is a never-ending journey. Even for myself, I'm constantly educating myself through seminars, masterminds, books and home study courses.
3) You're in it for the long haul. We keep our higher performers. Since we’ve got a HUGE mission to reach 1 billion people with transformational education, loyalty and integrity mean a lot to us.
4) You’re committed and not afraid of hard work. While we are known for taking amazing trips abroad to reward hard work, to get there you need to have a “I’ll do whatever it takes” mindset to get the tasks at hand done.
5) You're willing to work on Weekends. As most of our global virtual events happen on weekends, it would require you to ideally be flexible with your schedule.
Duties and Responsibilities
Here are some of the things you'll be responsible for…
1) Creating and Posting Viral Posts on Facebook, Instagram and LinkedInEveryday
2) Promoting Our Latest Youtube Uploads on Instagram, Facebook and LinkedIn (We Post Videos 3 Times Per Week)
3) Engaging With People Who Are Engaging With Our Content By Replying Back to Their Posts Etc
4) Managing Our Facebook Groups - This will only be offered if you've had previous experience with doing this sort of work.
5) Sending Our Weekly Inspiring Newsletters to Our Global Community
6) Writing up blog articles and uploading them onto Wordpress with the right SEO tags.
Skills and Abilities
The ideal candidate possesses the following strengths and skills:
Impeccable grammar (written and verbal) – our standards are sky high!
Excellent communication skills
Excellent Time Management skills
Excellent problem-solving skills – ability to think quickly and critically
Passionate about helping others!
Flexibility – we move FAST. Things change, we adapt, we propel ourselves forward!
Organized – we all wear many hats
Coachable – must be able to take direction
Collaborative – must work well within a virtual team!
*Benefits
1) You’ll get to see the behind the scenes to how a successful online business runs - and you will NEVER be seen as just a cog in a machine. We believe in full transparency; our sales figures are fully revealed, our costs, our numbers, everything.
You will be seeing all the nitty gritty, zero theory. You'll learn about sales funnels, business models, opt in pages, webinars, product creation, split testing, conversions and traffic generation to understand the business from the inside out.
2) Personal growth. We're constantly running online events, but we’ll also send you to attend seminars to improve yourself as well. You’ll have access to our digital vault, where we literally have every single best-selling home study courses out there on internet marketing and personal development.
3) We reward success. We pay out bonuses based upon the results you provide since we’re a results-based company. Our star performers are heavily rewarded.
4) You get to work with an A team. Everything we ask you to be is something you’ll see in your fellow team members. We believe that A people breeds more A people.
5) You’re a part of a Bigger Mission. This isn’t the usual 9-5 job. In fact, we like to avoid the “J-O-B” word at all costs, because everyone whose a part of the team understands that they’re playing a huge role in a bigger mission. This is a mission to positively impact 1 billion people’s lives by the end of 2020. We truly believe that when you’re aligned with what you do, you’ll never work a day in your life.
6) A career in an ultra fast-growing company. We have ambitions to be a world’s #1 leading company within the transformational education niche. If you qualify, you would be a part of that journey and the rewards would immense.
7) You get to travel. We go on regular breaks as well as annual getaways to celebrate our big wins. Should you be a star performer, you too will get the opportunity to join us.
*Here's a video from our luxury retreat with our team and clients
-- > * https://success-insider.wistia.com/medias/up4gyaec9p
Here's our company website where you'll be able to find more info about us and what we do: https://www.successinsider.tv
*Love what you see and want to apply?
Here's a major tip :
Since we reach millions of people globally, we receive a LOT of applications whenever we open the doors for someone to join the team, so it can get super competitive. In order to make your mark and stand out, speak your truth and do something that's a little different.
Please note, only the candidates who are successful in their application will be contacted for the next round.
Benefits:
Work from home opportunities
Bonus scheme
Flexible working hours
Wellness programmes
Casual dress
Job Type: Full-time
Salary: £20,000.00 - £24,000.00 per year
Experience:
social media: 1 year (Preferred)
Work remotely:
Yes"
Turing Talent Tech Career Programme for STEM Graduates,Turing Talent,"The Turing Talent Tech Careers Programme is a first-of-its-kind career empowerment programme for ambitious individuals to kick start their careers in the technology industry. The programme offers network, mentorship and one-year training to high potential talents, based on world-class methodologies and research from McKinsey, Facebook and Harvard University. We place an exceptionally strong focus on identifying and nurturing the potential for leadership skills and growth mindset.
The programme is particularly focused on leadership development and is designed to accelerate your career trajectory in the technology industry. Our vision is to create the next generation of tech leaders. We are very serious about supporting diversity and encourage all to apply regardless of your background.
In addition, we embrace diversity and believe talent is everywhere. 40% of our applicants are women and more than 60% are people of colour. We partner with world-leading organisations that share our vision to hire and develop a diverse range of talent in their organisations.
Application for this programme is free, and we are now accepting applications for 2020.2021 cohorts.
As a successful applicant, you will:
Work with some of the UK’s most exciting tech companies. A range of both technical and non-technical positions are available.
Receive continuous training and development on interpersonal, leadership, and technical skills throughout the 1-year programme
Have 1-on-1 mentorship from leaders in the technology industry
Join a high-calibre international peer network
Minimum Qualifications:
A Bachelor degree or above in a tech-related or business subject
Can start a full-time position in 2020/2021
Bonus Points:
Passion for technology
Previous internship, work experience, startup or other commercial experience in the field of technology
Ideal Candidates:
1. Exhibit high leadership potential. We refer to leadership in the broadest sense: the action of leading a group or an organisation to create a positive impact. Be it in society, at school or in a business / professional setting. We evaluate one's track record as well as aspirations.
2. Are hungry for learning opportunities and have a growth mindset
More information on www.turingtalent.org/graduates
**Please upload CV file as a Word doc only, otherwise we can not move your application forward**
Copy Application Link on your browser: https://jobs.lever.co/turingtalent/bdbb8e41-5a04-4aa1-8879-a006fbecf050
Disclaimer: You will be employed by Turing Talent, and contracted to one of our clients working on client site.
Also, we are partnered with 100+ start-up tech companies to provide Internship Placement https://turingtalent.org/companies_all in Machine Learning, Data Science, Software Engineering and Business-Related roles.
Job Types: Full-time, Contract
Salary: £32,000.00 - £55,000.00 per year
Schedule:
Monday to Friday
Education:
Bachelor's (Required)
Work remotely:
Temporarily due to COVID-19"
Graduate Systems Test Engineer,Graduate Recruitment Bureau,"This firm is an exciting tech start up that was founded recently. They focus on providing data security software solutions by employing AI and Machine learning techniques. With a lot of funding this firm is ready to take the Computer Security sector by storm.

Based in West London you will be joining a start up development team as systems test engineers.

They are building system test and interoperability environment from scratch to test their ""still in development"" visual surveillance products with a comprehensive range of 3rd party products and management platforms. You will be helping them to test their products in terms of interoperatbility, scalablity, reliability and ease of use.

They offer flexible start dates and visa sponsorship is available as well as immediate input into product development.

Candidates will have achieved excellent academic results from a leading university.

You should also have gained, either through studies or hobbyist activities some of the following:

Testing experience, either manual or automated
Experience with video surveillance products (cameras, VMS, Recording platforms etc)
Knowledge of IP networking
Functional programming in languages such as JavaScript, Python, Ruby, GO, C, Java)
Test tool development
API scripting
IT security experience or knowledge"
Junior Decisions Scientist,UK Power Networks,"Reporting to
Senior Decision Sciences Manager

Function
Strategy & Regulation

Location
London, Newington House

Reference Number
52491

Employment Period
Permanent

Contract Type
Personal Contract

CiP Level / Bonus
5%

Starting Salary
Depending on experience plus benefits and bonus

Closing Date
31/07/2020

All applications will be reviewed after the closing date
We also offer :
Annual leave 25 days
Personal Pension Plan – Personal contribution rates of 4% or 5% (UK Power Networks will make a corresponding contribution of 8% or 10%)
Tenancy Loan Deposit scheme
Tax efficient benefits: cycle to work scheme
Season ticket loan
Occupational Health support
Switched On – scheme providing discount on hundreds of retailers products.
Supplier discounts, such as O2, EE, Vauxhall cars, Universal tyres
Discounted access to sports and social clubs
Employee Assistance Programme.
Do you want to work in a diverse team, with colleagues who have previously…
…had their work on Open Innovation presented at the UN Global Compact and at MIT business school,
… worked with Lewis Hamilton and Jenson Button at McLaren F1- helping them win 13 F1 GP races,
… helped develop the UK Space Sectors growth strategy,
… replicated the functionality of a £1 Million per year software is just 5 weeks,
… won the EU contest for young scientists and presented at the Tokyo exhibition for young inventors,
… run a nationwide dance competition that sold out
JOB PURPOSE:
Electric vehicles, solar farms, wind turbines; it’s our infrastructure that enables these assets to connect and power the UK’s low carbon transition and we need your help to accelerate our digital capabilities and solutions so we can do more.
We are on an exciting journey here at UK Power Networks, we’re focusing on developing our ways of working, on changing the way the business interacts with data to help us reinforce our position as a leading and innovative company, globally.
We need your help to support the Senior Decision Sciences Manager in delivering tools and analysis to provide action-oriented insights to the business. To help utilise open innovation frameworks and methods to improve the speed and value of advanced analytics and the development of transformative business projects.
DIMENSIONS:
This role will target the optimisation of the following:
UK Power Networks RIIO-ED1 Totex: £6.4billion
Annual base revenue: £1.4billion
Available annual incentives: £72million
Key dimensions
Budget: N/A
Staff: N/A
PRINCIPAL ACCOUNTABILITIES:
This role will be responsible for the following tasks:
Originality
Support the newly emerging field of open innovation to speed up analysis of large datasets and to identify enhanced methods for our analyses
Challenge conventional thinking and ways of working, drawing upon pan industry insights to provide best practice examples
Supporting, shaping and building a culture of high performance
W illingness to learn and act upon regular specific feedback. As a team we are infamous across the organisation in our approach and dedication to feedback
Adopting the team’s ways of working and constantly driving the conversation of marginal gains performance enhancement
Getting involved in experimentation and randomised control testing across the organisation, facilitating their use as an embedded part of the organisational DNA
Analysis
Develop technical skills to process and analyse large amount of data with a desire to learn new packages and technologies
Analyses data to provide action-oriented insights to support the organisation in driving business performance
Get familiar with aspects of behavioural economics, cognitive science, game theory and statistics to the analysis of large, seemingly disparate datasets
Effecting change
Contribute to the development of key business metrics which do not provide a view of what happened but define why it happened and where effort should be focused
Support the identification, definition and quantification of next generation insights to help drive future business planning activity
Visualise and communicate the insights back to the business in simple, tailored formats
Communication
Work alongside key stakeholders in the business to quickly build rapport and understand their biggest challenges.
Interested in getting involved in the upskilling and education of non-data literate colleagues
Produce data stories and visualisations to concisely communicate insights to stakeholders
NATURE AND SCOPE:
The analytics team is a new function within the UK's largest electricity district network operator.
Sitting within Safety, Strategy & Support Services Directorate, its remit is wide ranging, covering all teams and departments within a business which compromises customer acquisition, retention and satisfaction, regulatory restrictions and KPIs, asset management, field operations, HR, and all the rest.
We are NOT a traditional analytics team. Most people see us as an internal consulting team or an analytics start-up. We are close knit, supportive, dynamic, work in agile ways, big on feedback and driven to constantly improve and do better. Our mandate is to be a supportive, challenging friend to the business, thinking creatively, to bring new approaches, methods and ways of thinking to some of the industry's biggest problems.
We are encouraged to innovate, with the only prescriptions being that we can 1) Quantify the scale of an improvement should the recommended actions be undertaken and 2) Achieve business support for the implementation of those recommendations
Ultimately, we are accountable in supporting the business in achieving its vision of becoming an 'employer of choice', 'a respected corporate citizen' and 'sustainably cost efficient'
SKILLS, QUALIFICATIONS AND EXPERIENCE:
Roles like this, with great potential to learn, working with a supporting and experienced team, backed at the highest levels of an organisation with an effective free reign, do not come up very often. So we're looking for the right fit for the team – eagerness to improve and be the best, tenacity with a smile, real pride in the quality of work, and an understanding that 'how' you work is just as important as 'what' you're working on.
Experience
Coming from a non-utilities background with some experience of analytical decision sciences or straight from university with a track record of scientific analysis
Demonstrable experience in synthesising strategic thinking and analytical experimentation into clearly articulated, simple (business) actions
Qualifications
Degree educated in a numerate discipline
Proven track record and experience in the delivery of analytical projects or open innovation projects
Skills
Data Science, Statistics, Visualisation
Experienced in at least one of PowerBi, Python, R, Tableau
Health & Safety Responsibilities
Managers and supervisors carry both legal and company responsibilities for ensuring the health and safety of their employees, those under their control and those who might be affected by the work undertaken, i.e. public, visitors and employees of other organisations. This includes briefing individuals working for them and ensuring there is the necessary understanding, competence and application of requirements to work safely and without harming the environment.
Employees will ensure they fully understand the health and safety risks involved in their work activities and their responsibility to apply the controls needed to manage those risks to acceptable levels. Similarly where work activities can have an adverse impact upon the environment, and particularly where there are legal requirements, employees will understand those impacts and the controls they must ensure are applied.
Employees need to be aware that for some craft and operational roles that work at height, or use fall arrest devices, there is an upper weight limit of 116Kg due to maximum safe working load of the safety equipment that is used.
If in doubt ask!
We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We are proud to be an equal opportunity workplace."
London - Graduate Big Data Engineer,FDM Group,"Find out about FDM’s Coronavirus (COVID-19) preparations here
Your career starts here.
You probably hear frequently that technology is the world’s fastest growing industry, but what if you could see it for yourself? If you think a career in tech is comprised of boring, repetitive tasks, think again. FDM’s Data Engineering training will provide you with relevant expertise and cross-functional skills, allowing you to stand out in the graduate market and thrive within the world’s fastest growing industry.
Big Data technologies have enabled both individuals and organisations to gain valuable insights from vast sets of data. This technology shift has led to a new level of business awareness, providing companies with a competitive advantage. As a Big Data Engineer, you will be managing the analysis of customer feedback on new products through social media channels and sales performance. You will be involved in different stages of a products’ life cycle, and work with high-tech tools such as Hive, Scala, Spark, Python and R-Programming.
FDM is an award-winning graduate employer. We’re passionate about kick-starting graduate careers in technology and will support you every step of the way. After joining FDM, you’ll be provided with 12-weeks of training in our London Academy, as well as two years of commercial experience. For those critical first few years after graduation, you’ll be off to a flying start – but it doesn’t stop there. Many FDM consultants go on to work with our clients permanently, join an internal team at FDM, or choose a different pathway via the connections and experience they’ve gained. If you’re looking for a fast-paced role with excellent career progression, look no further.
Over 3,700 FDM consultants are currently placed with our clients around the world, employed in a variety of roles and fields including Software Development, Business Intelligence, Software Test Analysis and IT Operations Analysis. We work with globally recognised, prestigious clients including HSBC, Virgin, Sky and many more. Your opportunity to make an impact in the industry begins here.
5 reasons why FDM is a great fit for you:
1. Commercially relevant training, development of employability and interview techniques alongside access to industry-recognised qualifications
2. Excellent employee benefits, including the prestigious ‘Consultant of the Month award’ and the option to join FDM’s Buy As You Earn share scheme
3. Individual mentoring and ongoing support throughout your entire FDM journey
4. Opportunities across the UK and beyond
5. Tech talks, social and networking events
The ideal FDMer has:
A passion to succeed within the IT industry
A programmatic mind-set and an interest in solving complex solutions
Strong communication and analytical skills
A degree, preferably within a STEM discipline, but all degrees considered
An interest in working nationally to support our clients
Commitment to a two-year contract with FDM upon completion of the training period
There’s never been a better time to start a rewarding career in technology. With assessment centres running all year round and multiple start dates available, begin your application with us today and see where your career can take you!
Please note, applying for this role does not guarantee a place on this particular programme; you will be assessed at the assessment day to align you to the best suited role for your skillset.

Thinking of applying but want more information? Visit our website or come along to one of our open days near you. Or simply just"
Junior BA Analyst,"RetailMeNot, Inc.","With over 8 million members, VoucherCodes is one of the UK’s largest money saving websites. Partnered with big brands like ASOS, Nike, Argos, Expedia and Pizza Express, we receive over 8 million visits per month. Right now, we’re looking for a Junior BA Analyst to work as part of our Business Analytics team. At the moment, you will be joining a team who are all working from home, but we have a beautiful office in London eagerly awaiting our return.

Your role will sit within the Business Analytics team, with the aim of developing an excellent understanding of our bespoke reporting software and how our databases function together. Our BA team has a mission to further fuel our success by providing analysis, insight, and data-led ideas for the most important initiatives for the business. We have treasure troves of data which we are constantly expanding, from granular web-analytics and site and app tracking to user data that we interrogate to provide insight and drive improvements in marketing, consumer analysis, and product optimisation.

This is a great opportunity for someone looking for a data oriented role. Collaborating with teams across the company, this role is a brilliant chance to hone your analytics skills, and learn a lot about the tech and online marketing industry. We’re looking for someone with the motivation and drive to make an impact.
What we need from you:
Bachelor’s degree or higher in management information systems, mathematics, statistics, finance or other quantitative discipline or relevant commensurate experience to a Bachelor’s
Experience involving data extraction from data sets.
Experience in delivering insight and analysis from data sources.A love for all types of data.
Must be able to demonstrate intellectual and analytical curiosity.
Must be able to explain their work to non-technical/analytical stakeholders.

These skills and experience would be a bonus:

Experience using data visualisation and reporting tools such as Tableau.
Strong Excel skills, familiar with advanced concepts.
Familiar with and can demonstrate examples of building ETL processes.
Experience in collecting requirements from business stakeholders and translating that into actions for data gathering and reporting.
The ability to learn independently and proactively.
Strong work ethic and ability to see complex projects completed through to completion.
Experience in an online business unit or at a consumer internet company.
Experience in using SQLExperience in using mySQL or Redshift systems.
Experience in using Python.
What you’ll be doing
Improving our current analytical, reporting and ETL processes and developing new processes;
Consulting with each team in the company – from sales, to product, to marketing - to discuss reporting and data gathering requirements.
Collecting data, cleaning, transforming, compiling, and producing high quality reports and deriving insights.
Developing analysis to aid in identifying monetisation opportunities based on key drivers.
Solving complex problems.
Identify underlying areas of concern when issues are identified in dashboard metrics.
Effectively prioritising requests in accordance with corporate goals.
What you’ll get from us
A culture that pushes you to be your best self
Two uninterrupted hours a week dedicated to your personal development
The flexibility to get that perfect work/life balance
More free food than you can ask for. Seriously.
Zumba, boxing, yoga and football to work off all those free snacks
Quarterly socials to let your hair down with your team
Annual company retreat for a well deserved, long weekend of relaxation
Oh, not to mention our competitive salary, great bonus scheme and a ton of other cool

About VoucherCodes
VoucherCodes is the UK’s largest digital coupon marketplace, helping millions of consumers shop with the brands they love, for less.
VoucherCodes works with over 5,000 of the UK’s favourite retailers and restaurants, so no matter what consumers are looking for we’re sure to have a great deal to help save them money. VoucherCodes’s website, email newsletter and mobile shopping app make it safe and simple for its 7.7 million registered members to save money, whether they’re shopping online, in-store or through their mobiles.
VoucherCodes is a RetailMeNot, Inc. company.

About RetailMeNot
RetailMeNot, Inc. (http://www.retailmenot.com/corp/) is a leading digital savings destination connecting consumers with retailers, restaurants and brands, both online and in-store. The company enables consumers across the globe to find hundreds of thousands of digital offers to save money while they shop or dine out."
Junior Data Administrator,Doctor Care Anywhere,"Who we are
We are digital healthcare in the palm of your hand. We are clinical excellence in just a few taps. We are doctors, designers and data analysts. Software developers, managers and marketers. And we’re changing the GP experience – forever.

No more waiting for appointments. No more waiting rooms. With Doctor Care Anywhere, you speak to a doctor when it suits you, by video or phone call from anywhere.
But this is just the beginning.

We have ambitious goals and need ambitious people to reach them. If you’re talented, hard-working and make a habit out of dreaming big, we’d like to hear from you.

What we are looking for
We currently have a great opportunity for a Junior Data Administrator to join our brilliant team. This role will be ideal for people who get excited about data, its quality and get why business’ rely on data to make insightful decisions. You will have responsibility for onboarding our new patients (arguably the most important role in the business!), and ensuring the ongoing accuracy and quality of data throughout our platform. You will also be responsible for the documentation and maintenance of our data dictionary and business glossary.
Key tasks
Manage the bulk on-boarding of customer data into Dynamics 365 from a large number of corporate clients.
To identify and correct where possible data quality and integrity issues.
Prepare and quality assess regular management reports for internal and external stakeholders.

Who fits the role
A keen data loving individual who has/is -
A ‘data head’ with a keen eye for patterns and data inconsistencies
An experienced Excel user (formula, data manipulation, pivot tables)
Diligent in your approach to data, always questioning and checking your results ensuring the expected action has been taken
An inquisitive and analytical mind, capable of tackling complex problems
Excellent attention to detail
Interest in technology and evidence of technical/ numerical ability
Good general business acumen (preferable experience in data-rich analysis-driven organisations)
The ability to build strong working relationships with peers and stakeholders
Creative, proactive and eager to learn

Key objectives within the role
Onboarding of customers within given KPIs
Building trust in our data by maintaining quality
Delivering quality management information on time, internally and externally.
Improving data processes and ways of working

What we offer you (amongst other role specific benefits)
A supportive and approachable management team
25 days holiday
4 'Care in the Community' days per year
Free Private Medical Insurance
Doctor Care Anywhere subscription for employees and family
Cycle to Work Scheme
A supportive and approachable management team
Informal office environment
Pool table, PlayStation and SingStar
Weekly fruit deliveries/Nespresso Machine
Digital health market set for rapid growth over the next 5 years
Business to grow massively within the next 12 months, offering multiple career opportunities
Talented, welcoming and social team"
