Title,Company,Description
Research Scientist - Machine Learning,Transformative AI,"ABOUT TRANSFORMATIVE
Born out of CERN and the University of Cambridge, we are tackling serious medical conditions with a mixture of machine learning and advanced statistical tools. Our team is composed of world experts in deep learning, cardiology, bioinformatics and data science.
Predictive analytics is the next frontier in medicine. Today, patients with chronic medical conditions suffer life-threatening disease complications without warning. Tomorrow, patients and healthcare providers will use Transformative tools to identify subtle physiologic changes that precede symptom onset, enabling personalised preparation and prevention.
Annually, 6 million people die of Sudden Cardiac Arrest. Yet, no available technology warns patients or healthcare providers of an oncoming arrest. We’re changing this. By using world-class AI and analysis techniques from CERN, we’ve developed an algorithm that predicts Sudden Cardiac Arrest, enabling lives to be saved.
RESPONSIBILITIES
In the first instance, your role will primarily involve working with the Transformative team on its ventricular tachyarrhythmia prediction algorithm as it is validated and further developed using a set of ten cardiac databases.
In the long term, your focus will be to create targeted models for well-defined conditions with highly detrimental acute outcomes. As a team, Transformative is developing artificially intelligent predictive monitoring services that avoid complications of a broad range of chronic medical conditions. The ultimate aim of our work will be to contribute to the transformation of the health system, ushering in an era of personalised prevention that creates better health, improves patient experience, and lowers the unnecessary costs of disease complications.
SPECIFICATIONS
Minimum Qualifications:
Advanced degree in Computer Science or related discipline.
Solid grasp of both software engineering and machine learning principles.
Expertise in common machine learning environments like TensorFlow, Keras, scikit-learn.
Experience with data analysis stacks such as NumPy, SciPy, and pandas.
Dynamic languages: Python and/or other functional programming languages.
Strong record of publishing papers at top quality conferences and journals.
Experience in one or several of the following areas: Machine Learning, Deep Learning, Time Series, Natural Language Processing or Computer Vision.
Preferred Qualifications:
Industry experience (2 or more years) as an ML Engineer or Data Scientist.
Applied experience with machine learning on large datasets using commercial cloud computing platforms (GCL, AWS).
Experience with MySQL or PostgreSQL.
Other Requirements:
Authorized to work in the UK.
Passion for our mission.
Ability to successfully lead projects and work remotely.
Excellent communication skills.
Motivation to initiate and accomplish ambitious research agendas.
VACANCY DETAILS
We offer flexible start-up working and the opportunity to work with an exciting med-tech startup on an industry-changing product.
Location: Greater London area (Remote for now).
Start Date: 1 July 2020.
Salary: Competitive compensation package including company equity and company pension contribution.
Benefits:
Flexible working hours
Work from home opportunities
Job Type: Full-time
Experience:
Software Engineering: 1 year (Required)
Machine Learning: 2 years (Required)
Education:
Master's (Required)
Location:
London, Greater London (Preferred)
Work remotely:
Temporarily due to COVID-19"
Quantitative Researcher (Data Science/Machine Learning/Mathe...,G-Research,"G-Research is Europe’s leading quantitative finance research firm. We hire the brightest minds in the world to tackle some of the biggest questions in finance. We pair this expertise with machine learning, big data, and some of the most advanced technology available to predict movements in financial markets.
The Role
We research systematic trading ideas that predict the future of financial markets, applying scientific techniques to find patterns in large, noisy and rapidly changing real-world data sets. We are working on the fringes of the possible, trying to beat the efficient market hypothesis with the full “big data” tool set. We also build on the latest academic research into optimisation methods to find innovative solutions to the complexities that Markowitz ignored.
This is a pure research role where you will have the freedom to develop and test your ideas with real-world data in an environment that resembles academia: you are only limited by your imagination!
Who are we looking for?
The ideal candidate will at minimum have experience in the following areas:
You will have an interest in applying mathematical concepts to real world financial problems
An interest in implementing theoretical insights as working code
You will have, or be working towards gaining, a Masters or PhD degree in a highly quantitative subject (mathematics, statistics, computer science, physics or engineering)
Previous financial experience is not required, although interest in finance and the motivation to rapidly learn more is a prerequisite for working here
Why should you apply?
Highly competitive compensation plus annual discretionary bonus
9% company pension contribution
Informal dress code and excellent work/life balance
Comprehensive healthcare and life assurance
25 days holiday
Contributory pension scheme
Central London office close to 5 stations and 6 tube lines"
Machine Learning Engineer,Harnham,"Machine Learning Engineer
Deep Learning + NLP
London
£45,000 - £50,000
OVERVIEW
Harnham are currently working with a start-up in London who are building a brand new product to be launched soon!
As part of this product, you will be expected to come in as a Machine Learning Engineer, focused on building and deploying NLP models, sentiment analysis and other machine learning / deep learning projects!
The product itself looks to help companies automate several key business operations and a massive amount of logistics.
THE ROLE
On a daily basis you will be:
Researching and developing deep learning algorithms to help solve language and text-based problems
Collaborating with a team of R&D Data Scientists from a wide variety of backgrounds
Helping to drive forward the company's growth and product roadmap
Championing the use of data science and deep learning within the business
SKILLS AND EXPERTISE
Experience programming with Python
Proficiency in a range of machine learning algorithms
Commercial experience working withing NLP and deep learning
A Ph.D. in Computer Science, Machine Learning, Artificial Intelligence, Deep Learning etc.
HOW TO APPLY
To be considered for this exciting opportunity, please submit your details using the Apply button on this page. Or for more information regarding other roles please contact Nick Mandella at Harnham.
SALARY
This pays up to £50,000 + benefits."
Data Scientist - Machine Learning (Python/SQL),Linux Recruit,"One of the UK's fastest growing tech start-ups is building out their Data Science team. This is an integral time as the company scales, meaning you will be at the forefront of their technological development.
You will be involved in the full lifetime of their data products responsible for analysis of data to inform strategic business decisions, designing and building Machine Learning algorithms and creating experiments to test their core product offering and business direction moving forward.
Ideally, you will live and breath Data Science. The team are looking for passionate technologists who are keen to work with like-minded individuals in a rapidly evolving environment.
Here are a few things you'll probably need to be successful on this one:
Masters or PhD in Computer Science, Statistics, Applied Sciences or a similar field.
A genuine curiosity and passion for technology
A couple of years experience applying Machine Learning to live, real-life problems
Knowledge and understanding of the Cloud Environments (GCP, AWS, Azure)
Ability to program in Python and SQL
Please apply directly or get in touch with Tom Booth at LinuxRecruit"
"Data Scientist (Python, Deep Learning, RPA)",Understanding Recruitment,"We are currently looking for a Data Scientist (Python, Deep Learning, RPA) to join a technology unicorn based in central London who are scaling up due to increased customer demand. This start-up organisation have not only secured another round of funding, but also are innovating the logistics industry through Machine Learning technology.
This Data Scientist will become part of a versatile team, who collaborates with the Computer Vision and NLP Researchers, the Software Engineering team and other key members of the technology staff. Therefore, as a Data Scientist, you will be part of a very dynamic and collaborative team. You will also be able to further develop your skills within the AI industry and get your ""hands dirty"" directly working on the data.
As a Data Scientist, you can expect to be working and deploying Machine Learning models and helping to deliver on Machine Learning algorithms with your surrounding team mates. Your previous experience will be developed as you work to find solutions in transportation using namely, Computer Vision and Natural Language Processing.
(No visa sponsorship available for this position)
What we can offer a Data Scientist (Python, Deep Learning, RPA):
Be part of the AI evolution for transporation
To work in an aspirational company, with leading Researchers and Engineers onsite
Strong package offered plus working benefits
Flexible working environment and hours, start-up culture and feel
Key Skills:
Data Scientist (Python, Deep Learning, RPA); Research, Researcher, Engineer, Developer, Engineering, Developing, C++, Python, C#, Java, Programmer, Programming, Development, PhD, Publications, Natural Language Processing, NLP, Deep Learning, Machine Learning, AI, Artificial Intelligence, Computer Vision, Reinforcement Learning, Neural Networks, Algorithm, Algorithms, Deep Neural Networks, CNNs, Gaussian Processes"
Deep Learning (Computer Vision) Applied Research Scientist,Emotech,"Description
We are seeking a passionate and knowledgeable Deep Learning Applied Research Scientist who can successfully design and develop cutting edge algorithms helping Emotech to build state-of-the-art enterprise-level multi-modal AI solutions.

As the Deep Learning (Computer Vision) Applied Research Scientist, you will be responsible for:
Work with Computer Vision/ Machine Learning researchers to design and implement deep learning models optimized for real-time deployment.
Design, build and maintain large-scale production machine learning pipelines
Porting these algorithms from prototype to production - including training on large scale datasets and build the service to a production-scale.
Develop tools for profiling, analyzing, and improving both training and inference performance
Work closely with the development team to integrate production-ready machine learning pipelines with rest of the system.

Requirements:
Extensive experience with deep learning frameworks Tensorflow, Caffe, PyTorch, Theano, etc (any of them)
Excellent software engineering skills with working experience in Python, C++ or Rust (at least two).
Understanding of basic ML models (SVM, regression, random forests)

Advantageous:
OpenCV / DLib
Experience with re-implementing state-of-the-art models
Publications at top-venues are a plus"
Data Science - Machine Learning Research,causaLens,"Summary
We are looking for a motivated and high-achieving Data Science - Machine Learning Research based in London to join the team on our vision to optimise every business on the planet. This is a full-time placement with significant opportunities for personal development.

We offer an intellectually stimulating environment, work within an interdisciplinary team and an inclusive culture. We are a high-calibre, mission-driven team building a technology that improves our world.

The Company
causaLens is pioneering a completely new approach to time-series prediction. Its Enterprise Platform is used to transform and optimise businesses that need accurate and robust predictions – including significant businesses in finance, IoT, energy and telecoms. Almost all current machine learning approaches, including AutoML solutions, severely overfit on time-series problems and therefore fail to unlock the true potential of AI for the enterprise. causaLens was founded with the mission to devise Causal AI, which does not overfit, and so provides far more reliable and accurate predictions. The platform also includes capabilities such as autonomous data cleaning and searching, autonomous model discovery and end-to-end streaming productisation.

causaLens is on a mission to build truly intelligent machines that go beyond current machine learning approaches - a curve-fitting exercise. Devising Causal AI has allowed us to teach machines cause and effect for the first time - a major step towards true AI.

causaLens is run by scientists and engineers, the majority holding a PhD in a quantitative field. For more information visit www.causaLens.com or contact us on info@causaLens.com. Follow us on LinkedIn and Twitter.

causaLens in the News
Best Deeptech Company 2019 - Artificial Intelligence Awards
‘Meet causaLens, a Predictive AI For Hedge Funds, Banks, Tech Companies’ – Yahoo Finance
‘The U.K.’s Most Exciting AI Startups Race To Scale’ - Forbes
‘AllianzGI Taps Virtual Data Scientists amid War for Talent’ - Financial Times
‘Machine Learning Companies to watch in Europe’ - Forbes
‘Best Investment in Deeptech’ award - UK Business Angels Association awards
‘100 Most Disruptive UK Companies’ - Hotwire
‘causaLens Appoints Hedge Fund Veteran and Data Leaders to Advisory Board’ - Newswire

Roles and Responsibilities
This is an exciting role for a smart, creative person to focus on Machine Learning Research in a group of researchers working on Causality & Blue Sky Research.

Benefits
The opportunity to join a fast-growing, agile, and international team passionate about innovation and making a difference
Competitive remuneration
Share option scheme
Pension scheme
32 days paid holiday allowance (incl. bank holidays)
Equipment you need to get the job done (MacBook Pro etc.)
Good work-life balance
Opportunities for continued learning and self-development, including courses, conferences and book budget
Flexible work-from-home and remote days
Cycle to work scheme
Weekly journal club and knowledge sharing presentations
Regular team outings, pizza Thursdays and annual company retreats
Fruits, snacks and soft drinks in the office
Amazing, smart, fun and inspiring colleagues, always there to support your ideas, growth and enthusiasm

Logistics
Our interview process consists of a couple of online interviews and an on-site visit. We will do our best to transparently communicate the process with the successful candidates.

This role is open for candidates of all seniorities, junior to senior.
PhD research and experience in Machine Learning or related field is necessary
Creativity and ability to come up with ideas to tackle very hard problems and design/implement cutting edge solutions
Very advanced quantitative skills in machine learning/statistics/mathematics or similar fields
Ability to translate advanced machine learning algorithms into code (Python preferred)
Highly capable, self-motivated, collaborative and personable
Ability to demonstrate integrity and drive
Naturally curious and effective problem solver
An excellent written and verbal communicator with a high level of business acumen
Ability to effectively work independently in a fast-moving environment"
"Algorithm & Software Developer (Machine Learning, Computer V...",Cubica,"Job Type
Tenure
Salary
Negotiable
Experience
Ideally 1 year+
Education
Phd
Overview
No Machine Learning experience required! We are currently recruiting for an Algorithm & Software Developer specialising in Machine Learning and Computer Vision. You will be working on state of the art systems for processing imagery, video, sensor, and intelligence data. Experience in Machine Learning and Computer vision is beneficial but not a strict requirement – please see job details. In the first instance, please send your CV to careers@cubicatechnology.co.uk with a brief cover note.
Main Responsibilies
As an Algorithm & Software Developer in our small research and development company, you will contribute to building our core machine learning and computer vision capability. You will be working on application of state of the art algorithms to real world problems. You will develop new bespoke algorithms, adapt and improve existing algorithms, and deploy them in high performance software. You will be using back-ends like OpenCV, Tensorflow, Caffe, Keras, and CTNK, and regularly using Deep Learning technology. You’ll be embedded in our team of highly-skilled computer scientists, mathematicians and developers, and will be given high levels of responsibility from a very early stage. All our employees are constantly learning about new technologies and state-of-the-art algorithms, and have creative freedom in planning and executing their work. We tailor our roles to each individual ensuring that their skills are put to best use and to ensure continued professional development. As well as the technical depth and variety you will experience, you will have the chance to work on systems and technologies that can have a genuine impact on security and society.
Required Experience
An undergraduate degree and PhD in Mathematics, Physics, Computer Science or Engineering is required. The role is open to graduates as well as those with some commercial experience. Whilst experience in Machine Learning and Computer Vision / Image Processing is beneficial, we are more focussed on talking to candidates who have an excellent mathematical grounding, experience of software engineering principles and good practice, and a desire to learn and develop their capabilities.
Technical Abilities
These roles require an excellent academic background and some coding skills are vital, with Python, C++ or C# being beneficial. We are particularly interested in applicants who can demonstrate that they have learnt new skills and expertise in their own time, on personal projects, and those who are active contributors to the open source community. If you have a real passion for software, and would like to be involved in building some truly exciting technology please get in touch.
Get in Touch
info@cubicatechnology.co.uk
Show phone number
Unit 4, Woking 8,
Forsyth Road,
Woking, Surrey,
GU21 5SB
Linkedin
info@cubicatechnology.co.uk
+44 01483 770 396
Unit 4, Woking 8, Forsyth Road, Woking, Surrey, GU21 5SB"
Technical co-founder / Machine Learning Engineer,Alimar Consulting,"Would you like your own business but not have to worry about funding? or do you consider yourself an entrepreneur but just haven't had the right idea yet?
This is a unique opportunity to take someone else's idea and own it and even more of a bonus is you wont need to get involved in the funding side of the business as that is and will be taken care of, leaving you to get on with building the team and delivering the product.
They are envisaging using an Indian offshore model to augment the team so those that speak Hindi or have experience managing offshore teams in India would be preferred.
This role is to create a product related to imaging in a healthcare scenario, a very 'real world' application and issue so it would be advantageous if your Machine Learning experience was Image related and you have some experience in the Health sector, but if you have an interest and other relevant/transferable experience and the desire to start and grow your own business then please still get in touch.
It is expected but not essential that you will have an extended academic history with a PhD or MBA preferred, but again not essential.
Quick turnaround on applications and interviews.
MBA
PhD
Machine Learning
Data Science / Data Scientist
Python
AI / Artificial Intelligence
Healthcare
CEO
CTO
Founder
startup
Reference ID: MB_TCF
Job Types: Full-time, Permanent
Salary: £50,000.00 - £80,000.00 per year
Additional pay:
Bonus Scheme
Benefits:
Casual Dress
Flexible Schedule
Profit Sharing
Work From Home
Work remotely:
Yes"
Machine Learning Scientist,Amazon UK Services Ltd.,"Bachelor's degree in Statistics, Applied Math, Operations Research, Engineering, Computer Science, or a related quantitative field
3+ years of working experience as a Data Scientist
Proficient with data analysis and modeling software such as Spark, Python, R etc.
Proficient with using scripting language such as Python and data manipulation/analysis libraries such as Scikit-learn and Pandas for analyzing and modeling data.
Experienced in using multiple data science methodologies to solve complex business problems.
Experienced in handling large data sets using SQL and databases in a business environment.
Excellent verbal and written communication.
Strong troubleshooting and problem solving skills.
Thrive in a fast-paced, innovative environment.

Have you ever ordered a product on Amazon websites and wondered how it got delivered to you so fast, and what kinds of systems & processes are running behind the scenes to power the whole operation?
If so, this role is for you.
We need exceptionally bright, talented, and driven people to delight our customers. If you'd like join the world’s largest online retailer, this is your chance to have fun and make history !
The role can be based in London, Barcelona or Luxembourg offices.
The role is with Amazon Transportation Services (ATS), the middle mile between the fulfillment center and the final mile delivery center and the models being developed will be used to bring the required intelligence into operations using machine learning.As a Machine Learning Scientist, you will solve real world problems by analyzing large amounts of business data, defining new metrics and business cases, designing simulations and experiments, creating models, and collaborating with teammates in business, software, engineering and research. The successful candidate will have a strong quantitative background and can thrive in an environment that leverages statistics, machine learning, operations research, econometrics, and business analysis.

RESPONSIBILITIES:
Utilize code (Python, R, Scala, etc.) for analyzing data and building statistical models to solve specific business problems.
Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.
Collaborate with researchers, software developers, and business leaders to define product requirements and provide analytical support
Directly contribute to the design and development of automated selection systems
Build customer-facing reporting tools to provide insights and metrics which track system performance
Communicate verbally and in writing to business customers and leadership team with various levels of technical knowledge, educating them about our systems, as well as sharing insights and recommendations

Master's degree in Statistics, Applied Math, Operations Research, Engineering, Computer Science, or a related quantitative field
6+ years’ experience as a Data Scientist or Machine Learning Scientist
Fluency in a scripting or computing language (e.g. Python, Scala, C++, Java, etc.)
Superior verbal and written communication skills with the ability to effectively advocate technical solutions to scientists, engineering teams and business audiences.
Experienced in writing academic-styled papers for presenting both the methodologies used and results for data science projects.
Demonstrable track record of dealing well with ambiguity, ability to self-motivate, prioritizing needs, and delivering results in a dynamic environment.
Combination of deep technical skills and business savvy to interface with all levels and disciplines within our and our customer’s organizations
Experience in supply chain or operations a plus"
Machine Learning Engineer,Cubiq Recruitment,"Description
Machine Learning Engineer
£50,000 - £70,000 – Flexible working - Equity
London
Permanent

This is a fantastic opportunity to work for a start up in the heart of London who are looking to revolutionise the industry by transforming document driven operations in the supply chain using Artificial Intelligence. Our client are providing cutting edge applications and services to global companies resulting in never seen before savings and streamlined processes.

Our client are looking for an experience senior machine learning engineer to play a pivotal leadership role within the AI team. You will be heavily involved in overseeing the building and deployment of ML models into a scalable, distributed system.

Specifically you will be responsible for the implementation and development of machine learning models in a scalable product architecture. You will be also be responsible for the optimisation of existing implementations of ML models in production and the optimisation of open source implementations for research code to production ready systems.

Skills required:

Experience working with Python with common machine learning frameworks such as Tensorflow, Keras or Pytorch etc
Experience in building and deploying ML applications at scale
Solid understanding of software engineering
Desirable
Computer Vision, Natural Language Processing, Reinforcement Learning
3 years + industrial experience

This client are looking for confident and collaborative machine learning engineers that are happy working as part of a team as well as independently. Their culture is forward thinking and positive and they want are looking for someone that can invest themselves into this. Therefor they are also offering excellent share options with this position.
Other benefits include flexible working hours.

If you are interested in finding out more about this exciting opportunity, please submit your CV via the link provided and I will contact you shortly for a confidential discussion.

Cubiq Recruitment is recognised as a trusted supplier of permanent, contract and interim recruitment services to the technology and manufacturing sectors.

We are an equal opportunity employer and value diversity. We do not discriminate based on race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
Quantum Machine Learning Scientist,Cambridge Quantum Computing,"Quantum Machine Learning Scientist
Location: London, Victoria
Salary: Competitive Salary
Closing Date: 26th July 2020
Research at Cambridge Quantum Computing
Quantum machine learning (QML) is one of the most interesting applications of quantum computers. For example, parameterized quantum circuits (PQC) can be trained to perform tasks such as classification, regression, and generative modelling (see our recent Topical Review [1] for an introduction).
QML algorithms can be successfully implemented using hybrid quantum-classical systems and are amongst the most promising techniques to show a near-term impact on real-world problems. Firstly, it has been empirically shown that they can cope with noise, a limited number of quantum bits, and shallow circuits. Secondly, it has been theoretically shown that some classes of circuits have remarkable expressive power and share many aspects with classical neural network models. Also, QML borrows many concepts with Deep Learning and other areas of statistical learning and these links have not been thoroughly explored; in this respect, it offers great opportunities to Machine Learning experts interested in quantum computing applications.
The field is thriving with new ideas and open questions such as proving quantum advantage, assessing computational complexity, designing variational circuits, and efficient state preparation, to name a few.
Role description
Cambridge Quantum Computing ltd (CQC) is looking to expand its cutting-edge Machine Learning and Quantum Algorithms team with a full-time research lead. The role entails contributing to world-class scientific research on quantum algorithms for supervised [2] and unsupervised [3] learning. We are also looking to expand our research portfolio in directions that can demonstrate the impact of PQC on computational techniques with business applications. The research will be both theoretical and aimed at prototyping and benchmarking new algorithms on the state-of-the-art of quantum computers.
This position is embedded in a team of world-class academics focusing on hybrid quantum algorithms for near term application, such as combinatorial optimization and Monte Carlo sampling, in partnership with some of the global leaders in the financial, manufacturing, chemical and shipping industries.
Fundamental requirements
PhD in Quantum Physics, Computer Science
Knowledge of quantum information, quantum algorithms and machine learning
Published research in at least one relevant topic
Desirable experience
Peer-reviewed publications on high impact factor journals
Familiarity with NISQ device and their implementation aspects
Employment with CQC is subject to satisfactory background checks being completed
Benefits We Offer
Competitive compensation package
Collaboration with top level academics
Cycle to Work Scheme
CompanyPension
References
[1] Benedetti et al., Parameterized quantum circuits as machine learning models, https://arxiv.org/abs/1906.07682 (2019)
[2] Grant, et al., Hierarchical quantum classifiers,https://www.nature.com/articles/s41534-018-0116-9 (2018)
[3] Benedetti et al., A generative modeling approach for benchmarking and training shallow quantum circuits, https://www.nature.com/articles/s41534-019-0157-8 (2019)
About Us:
Established in 2014, Cambridge Quantum Computing (CQC) is a world leading independent quantum computing software company. CQC design solutions that benefit from quantum computing even in its earliest forms and allow the most effective access to these solutions for the widest variety of corporate and government users.
CQC combines expertise in the product areas of quantum software, specifically a quantum compiler t|ket⟩™⟩, enterprise applications in the area of quantum chemistry, quantum machine learning (“QML”), and quantum encryption.
The successful applicant will join one of the most exciting young companies in the world with the potential to dominate innovation across all aspects of the economy and society.
Job Types: Full-time, Permanent
Benefits:
Casual Dress
Sick Pay
Wellness Programmes
Work From Home
Schedule:
Monday to Friday
Experience:
Machine Learning: 1 year (Preferred)
Education:
PhD (Preferred)"
Remote or Cambridge Based Role - Data Scientist / Machine Le...,GCS Recruitment Specialists Ltd,"Data Science / Machine Learning
IOT / Warehouse management system
Remote or Cambridge
Salary dependent on experience

The Role
To work on a greenfield IOT warehouse management system.

The Person
You will be a problem solver above all else, open to using new technologies and have an R&D mind-set. Strong academics help.

The Requirements
MSc or PhD in a quantitative or technical discipline (Computer Science, Maths/Statistics, NatSci, Engineering or similar)
Proficiency in Python
Understanding of statistical analysis
Experience with and ability to use machine learning techniques to achieve a useful and verified outcome (e.g. cost saving)
Experience with working on large data sets and data preprocessing/wrangling
Familiarity with SQL databases and backend systems is a plus
Strong organisational and self-starting skills, happy to work in a team and regularly communicate the results using data visualisation tools if necessary
Desirebale
Time-series forecasting (e.g. auto-regressive models)
Probabilistic machine learning (e.g. Gaussian processes)
Discrete event simulation (e.g. SimPy or pure Python). Experience with simulation in general, even if not discrete event simulation, is considered an advantage.
Discrete optimisation (e.g. genetic algorithms, branch & bound, constraint programming), demonstrating capacity to implement customised algorithms (as opposed to using standard, off the shelf methods).


The Team
The brightest in the industry, location not being a factor they have gathered great problem solvers, mathematicians and scientist to work on this greenfield project.


The Project
Large logistics / warehouse solutions

The Location
Remote, 1 day fortnightly in the Cambridge Office.
GCS Computer Recruitment Services is acting as an Employment Agency in relation to this vacancy."
Internship – Speech Synthesis with Deep Learning,Samsung Electronics,"Résumé du poste
We are currently looking for an intern to join our DNN-Audio team at SRUK. The prospective intern will collaborate with the DNN-Audio team in the investigation of the next generation Text-to-Speech (TTS) engines. We are seeking a highly motivated individual who has expertise in various applications of Deep Learning and Speech Processing, and who would like to gain experience working in an innovative research environment at a global company.
Rôle et Responsabilités
Key Responsibilities:
The main tasks you are expected to perform include, but are not limited to:
Research and development – improving speech synthesis by applying knowledge of DNN’s, investigating new techniques and finding innovative solutions to challenging problems.
Review state-of-the-art deep learning and signal processing papers to study their strengths and weaknesses based on SRUK research goals.
Analysis and optimisation of DNN architectures for TTS: hyper-parameters, module design, assessment of new training approaches, etc.
Communication of results (reports, presentations, etc.) to SRUK colleagues and other stakeholders.
Interns at Samsung Research UK are encouraged to write high quality research papers/patents towards the end of their internship.
Skills and Qualifications
Skills and attributes:
Currently studying for a PhD, MSc or MResc, in Electronics, Physics, Mathematics, Computer Science or related discipline Good knowledge of DNN and classical Machine Learning theory Experience of signal processing, preferably audio or speech Programming proficiency in Python and Tensorflow. Other languages like C, MATLAB or Pytorch would be an advantage.
The internship period is negotiable according to the applicant’s current circumstances, but will typically be 6 to 9 months and candidate must be eligible to work in the UK. The salary will depend on the candidate’s level of experience."
Python Engineer - Machine Learning,Oho Group,"Python Engineer/Machine learning/Deep Learning/NLP

Python/ML/NLP/Deep learning

We are searching for remarkable Python Engineers with an interest in Machine Learning to discuss an extraordinary opportunity with a top tier Cyber Security company, using the latest Deep Learning techniques to build the worlds most advanced system to detects threats in real-time.


Looking only to hire the highest calibre, the appropriate candidate will hold a Bachelors and Masters degree in Computer Science, Mathematics, Physics, Machine Learning or Data Science and ideally have 3 years extensive Python experience in a commercial setting with an interest in machine learning.


If you think you could fit the bill please get in touch. Talent of this standard is hard to come by so this company are putting high salaries and excellent bonuses on offer. Apply now to find out more about this dynamic company and how you can thrive by pursuing a career within this field.

Python/Machine Learning/Deep Learning/NLP"
Data Scientist | Machine Learning | Python | Contract | Lond...,GCS Recruitment Specialists Ltd,"Data Scientist | Python | Tensorflow | Pytorch | AI | Machine Learning | Contract | London
GCS are looking for a Data Scientist who has a strong understanding of Python, you will be working on cutting edge machine learning projects.
You will be working on a 12 month contract on greenfield projects with a global aerospace company, looking to start ASAP.
Please see below for what we're looking for:
Working experience acting as data scientist
A solid understanding of Python, ideally having used up to version 3.5 or later
You will have used or at least some kind of exposure to technologies such as Tensorflow, Pytorch, NLP or OpenCV for example
You will ideally have worked in AI/Machine Learning projects before
You will ideally have worked with cloud based systems such as Azure, AWS or GCP although this is not essential so please do still apply if you haven't
This is an urgent requirement looking to start ASAP with a one stage face to face interview taking place this week, we can wait for notice periods of up to 2 weeks.
If you're suitable please send an updated CV ASAP to gavin.marriott@gcsrecruitment.com or alternatively please call me on
Show phone number
and I can give you further info.
Data Scientist | Python | Tensorflow | Pytorch | AI | Machine Learning | Contract | London
GCS Computer Recruitment Services is acting as an Employment Business in relation to this vacancy."
Machine Learning Developer,Seldon,"Seldon is looking for a Machine Learning Developer to join our team. We are focused on making it easy for machine learning models to be deployed and managed at scale in production. We provide Cloud Native products that run on top of Kubernetes and are open-core with several successful open source projects including S
eldon Core [https://github.com/SeldonIO/seldon-core] and Alibi
[https://github.com/SeldonIO/alib]. We also contribute to open source projects under the
Kubeflow [https://www.kubeflow.org] umbrella including KFServing
[https://github.com/kubeflow/kfserving].

Your role at Seldon would be:
Design and build scalable ML solutions on top of the open source and enterprise Seldon products
Deliver end-to-end technical expertise throughout the lifecycle of enterprise client-facing projects
Required skills:
A degree or higher level academic background in a scientific or engineering subject.
Strong computer science and system architecture foundations.
Familiarity with linux based development.
Experience architecting/applying technology to solive real world challenges.
Experience delivering production-level client-facing projects.
Experience with Kubernetes and the ecosystem of Cloud Native tools.
Experience using machine learning tools in production.
Benefits:
Share options to align you with the long-term success of the company.
Exciting phase of fast-paced start-up challenges with an ambitious team and unlimited potential for professional growth.
Access to discounted lunches, gyms, shopping and cinema tickets.
Healthcare benefits.
Cycle To Work Scheme."
Data Scientist at AI Machine-Learning Technology Platform,Grey Matter Recruitment,"A fantastic opportunity to join a fast-growth, $20m VC funded, AI Machine-Learning technology company as their first UK Data Scientist with opportunities to grow a team.
The Company:
What sets them apart from their competitors is that they have various data models that they can apply to various client needs, meaning their solutions are highly customer-centric. Clients to date include Google, Amazon, Twitter, Goldman Sachs and many more.
Heavily VC backed – $20m
Huge client list
In 2 years they have grown revenue from $6m to $120m
Global offices in various continents
First class training and on-boarding programme
A humble, dedicated, excellent and highly intelligent team
The Role:
They are now looking for their first UK Data Scientist to join their excellent team. In this role you would sit between the commercial and machine learning infrastructure engineering teams, working across projects with the company’s biggest clients. The long-term aim is for this person to grow out a Data Science team underneath them.
Desired Skills & Experience:
A proven data scientist, you person will be able to deliver projects to the highest standard whilst having the ability to work effectively and efficiently across different functions within the business. You will be well versed across SQL or other data analytics languages and will be a strong communicator.
Job ID: 2226
To apply for this opportunity, please reply to this advert or email your CV to nick@greymatterrecruitment.co.uk. Alternatively, if you would like to have a confidential chat about this or any other role at Grey Matter Recruitment, please give me a call on
Show phone number
."
Machine Learning Data Scientist – Quant Research team,Octavius Finance,"A leading Investment bank is looking to add an experienced data scientist to their team. You will see your work leveraged across multiple channels, including: adding insight to research reports written by other analysts, and; developing systematic trading strategies for investment.
Responsibilities will include:
Generate investment-related ideas through sourcing and researching large novel datasets such as transactional data, telecommunication data, satellite data, mobile apps data, and more.
Developing rules for the extraction of data and the creation of machine-driven content using various proprietary and third-party scripting and natural language processing languages.
Implement data science models to generate investment signals for Equities Fundamental and Quantitative Investment Teams.
Identify insights and trends through researching textual content such as emails, news articles, company financial reports and job descriptions using Natural Language Processing, Deep Learning and Machine Learning.
Enhance key business processes through researching and implementing data science models.
Research quantitative topics for The Quantitative research Group
In order to apply you should have:
– A background in Machine Learning
– Good database knowledge post GIS/Mongo GB
– Technical/hands on data science skills
Key Requirements:
A PhD, or Masters with equivalent work experience, with a solid background in machine learning, statistical analytical techniques, quantitative social science research or experimental physical science.
Experience developing statistical and predictive models using software including Python and R as well as working knowledge of C/C++/Java.
Experience processing data at scale using SQL and NoSQL database systems.
This is an excellent opportunity to join one of the most highly regarded and innovative teams in the Market.
The team is not only growing but also investing heavily into this area of data analytics.
In order to apply please send your CV in WORD FORMAT to quanttrading@octaviusfinance.com
Show phone number"
