Title,Company,Description
Senior Data Scientist,Marshall Wolfe,"Senior Data Scientist, Permanent, London/Ipswich, competitive salary
Marshall Wolfe is proud to be supporting a Premier Consulting Partner in the search for an experienced and highly motivated Senior Data Scientist.
This is an exciting opportunity for a Data Science Consultant to apply Machine Learning and Data Science to assess their clients' data, unearthing hidden gems and create predictive models designed to drive business value.
Key Responsibilities:
As a Senior Data Scientist, you will designed, developed & tested advanced and artificial intelligence solutions
As a Consultant, you will engaging with clients to advise and guide to optimise use and benefit of advanced & artificial intelligence
Key Experience:
Proficiency in creating artificial intelligence & mathematical models
Proficiency in writing model orchestration in Python
Experience of using common data science tools (eg Jupyter Notebook, Pandas, Numpy, scikit-learn, NLTK, Tensorflow, Keras etc.)
Experience of delivering consultancy services to clients and agile project delivery
Led the development of artificial intelligence solutions
Significant expertise (commercially deployed models, reviewed papers) in a particular field of data science (eg Natural Language Processing, Neural Networks)
Multi-sector experience with Programme/portfolio experience
Mentored and provided guidance to team members
AWS Certified (Associate) and a Serverless Computing enthusiast
This client offers great benefits with the ability to rapidly develop and specialise in your role. You will help lead a great data team spread between the London, Ipswich and Europe offices.
In light of the current situation concerning coronavirus, we have already made changes to the way we recruit, and of course are mindful of following all necessary processes to ensure the safety of our clients and candidates. Our recruitment and selection process has moved to an entirely remote one with video calls being the preferred method of interview.
Please apply online or email (see below)
Reference ID: I/AH/SeniorDataScientist
Application Deadline: 10/07/2020
Job Types: Full-time, Permanent
Salary: £70,000.00 - £85,000.00 per year
Additional pay:
Bonus Scheme
Benefits:
Company Events
Company Pension
Profit Sharing
Schedule:
Monday to Friday
Work remotely:
Temporarily due to COVID-19"
"Consultant, Data Scientist, Defence and Security, Consulting...",Deloitte,"Your opportunity
You can expect to work as part of a growing team to solve our clients’ most challenging problems. We are proud of the impact we have with our Defence and Security clients, the strength of our relationships, and the depth and breadth of our skills that we bring to help them achieve their mission – we are privileged to be asked to work with them at the heart of their biggest and most ambitious technology programmes.
We help our clients with all aspects of analytics from developing their strategies. through to implementing solutions. We cross the divide that other suppliers to Government cannot bridge - we discover our client’s unique needs with them, help their business change and adapt, innovate together with creativity, design and build-out their agile solutions, whilst coaching and mentoring leaders at all levels.
If you are an experienced Data Scientist with a desire to make a difference and are either already security cleared to DV or willing to be, then this opportunity is for you!

Strategy, Analytics and M&A
How do you make intelligent, future-proof decisions in a world where change is the one constant? That’s exactly what you’ll help our clients to do. You’ll build trusted relationships with business stakeholders – and use the most exciting new technologies available – to create data-driven programmes that transform their organisations. Your advice will help clients position their organisations to succeed in an ever-evolving marketplace.

Your role
The primary focus of your role will be working on the delivery of key analytics projects, including:
Participate in the design and implementation of analytics solutions considering both the theoretical and practical aspects of the possible approaches under a variety of technical, business, and time constraints.Working with clients to support the development of structured analytics strategies and understanding their business challenges.Keep updated on your analytical and technical skills and share your knowledge with the rest of the team to facilitate their personal growth and the growth of the practice.Communicate your technical findings, models, and insights to different technical and non-technical audiences within the firm and to our clients.Supporting with go-to-market offerings, bids and growing the practice.Working effectively in diverse teams within an inclusive team culture where people are recognised for their contribution.Your work, your choice
At Deloitte we believe the best impact is the value we add, not the hours we sit at our desk. We carefully consider agile ways of working, both formal and informal, that allow for the best impact for our people and our clients. Please speak to your recruiter about the working pattern that works best for you.

Location:
Your home office will be London, but this client-facing role provides lots of opportunity for travel in the UK and overseas.

Work pattern:
This is a permanent contract opportunity. The role can be worked on a full-time / basis.
“Our team members work a variety of agile working patterns. Tell us what arrangement works for you and we’ll try to accommodate.”

Your professional experience
An ideal candidate should have a strong scientific or engineering background, a broad knowledge of commonly used statistics and machine learning techniques and technical experience within a commercial environment.

We are currently looking for Consultants through to Managers with specific expertise in the following:
Business exposure and technical expertise in developing and operationalising mathematical/statistical models, including machine learning, to uncover patterns in large scale data sets;Strong understanding of mathematical and advanced machine learning methodologies and frameworks (e.g. MXNet, TensorFlow);Experience with a number of data manipulation tools and languages (e.g. Spark, Python, R, Impala, Hive, Pig, SQL etc.);Strong presentation and communication skills;The right to live and work in the UK, be a British national, and have lived in the UK for the last 10 years.Additional desirable experience and qualifications include:
Experience of modern Agile software development methodologies and DevOps practices; Exposure to data visualisation tools (e.g. Qlik, Tableau);Experience of collaborating with software engineers to integrate your solutions into the rest of the client’s environment, from design to production;Experience with data architecture, cloud architecture and data security/governance;Involvement in pre-sales/business development activities.Your service line: Consulting
Our people and the way we work are the two things that set us apart in the consulting universe. For us, collaboration is fundamental to success, along with an unrivalled depth and breadth of expertise. We work closely with our clients and each other, at every stage of every project, solving our clients’ trickiest problems with a mix of knowledge, creativity and intellectual rigour. A hugely diverse range of clients rely on us to deliver the kind of change that adds genuine, lasting value to their business.
Personal independenceRegulation and controls are standard practice in our industry and Deloitte is no exception. These controls provide important legal protection for both you and the firm. We are subject to a number of audit regulations, one of which requires that certain colleagues abide by specific personal independence constraints. This can mean that you and your ""Immediate Family Members"" are not permitted to hold certain financial interests (shares, funds, bonds etc.) with audit clients of the firm. The recruitment team will provide further detail as you progress through the recruitment process.
About Deloitte
Our Purpose & StrategyTo make an impact that matters for our clients, our people and society - defines who we are and what we stand for. Our purpose provides the foundation for our strategy and our aspiration to be the undisputed leader in professional services: this is not about size, it's about being the first choice. The first choice for the largest and most influential clients, and the first choice for the best talent.
What do we do?Deloitte offers global integrated professional services that include Audit & Assurance, Consulting, Financial Advisory, Legal, Risk Advisory and Tax Consulting. Our approach combines intellectual leadership, industrial expertise, insight, consulting & problem solving capabilities whatever the role, technology revolutions and innovation from multiple disciplines to help our clients excel anywhere in the world.
Beyond the UK: Deloitte North and South EuropeThe UK is part of Deloitte North and South Europe (NSE), the second largest member firm in the Deloitte network. Deloitte NSE combines operations in Belgium, Greece, Ireland, Italy, Malta, the Netherlands, the Nordics (Denmark, Finland, Iceland, Norway and Sweden), Switzerland and the UK. Deloitte NSE brings together 2,500 partners and over 40,000 people, combining our unmatched breadth and depth of capabilities in audit and assurance, consulting, financial advisory, risk advisory, and tax and legal across the region. Being part of Deloitte NSE supports our aspiration to be the undisputed leader in professional services and will create more opportunity and growth for our people.
What do we value?What brings us all together at Deloitte? It’s how we approach the thousands of decisions we make every day. How we behave, our beliefs and our attitudes. In other words: our values. Whatever we do, wherever we are in the world, we lead the way, serve with integrity, take care of each other, foster inclusion, and collaborate for maximum impact. These five shared values lead every decision we make and action we take, guiding us to deliver impact how and where it matters most.
Being a Leader at DeloitteCultural fit and purpose-led leadership is crucial for Deloitte. Our leaders always set the example and inspire their colleagues. They make quality time for people and take an interest in them. They know what matters to people - both inside and outside work – and value them as individuals; always finding opportunities to develop them while showing respect and appreciation.
We expect colleagues at all levels to embrace and live our purpose and our leadership culture by challenging themselves to identify issues that are most important for our clients, our people, and for society and make an impact that matters. We know leadership comes in all shapes and sizes, but our Leadership Charter helps all of our people understand what we’re looking for: We live our purpose: we act as a role model, embracing and living our purpose and values, and recognising others for the impact they makeWe develop talent: we develop high-performing people and teams through challenging and meaningful opportunitiesWe drive performance: we deliver exceptional client service; maximise results and drive high performance from people while fostering collaboration across businesses and bordersWe believe positive influence can make an impact that matters: we influence clients, teams, and individuals positively, leading by example and establishing confident relationships with increasingly senior peopleWe move, together, towards a strategic direction: we understand key objectives for clients and Deloitte, aligning people to objectives and setting priorities and direction.

Deloitte LLP is a limited liability partnership registered in England and Wales with registered number OC303675 and its registered office at 1 New Street Square, London EC4A 3HQ, United Kingdom.Deloitte LLP is the United Kingdom affiliate of Deloitte NSE LLP, a member firm of Deloitte Touche Tohmatsu Limited, a UK private company limited by guarantee (""DTTL""). DTTL and each of its member firms are legally separate and independent entities. DTTL and Deloitte NSE LLP do not provide services to clients. Please see www.deloitte.com/about to learn more about our global network of member firms.
© 2020 Deloitte LLP. All rights reserved.

Requisition code: 178027"
Data Scientist,Datatech Analytics,"Data Scientist - Negotiable Salary – Plus Benefits – London – J10895

This is an innovative and successful venture, who are offering a plethora of cutting edge services, allowing clients to truly connect with their customers. This is a great opportunity for a talented Data Scientist to join their team and take part in researching and building algorithms for a startup with data and algorithms at the core

Role & Responsibilities
Build algorithms that leverage big social data.
Identify cultural insights that are relevant for the brands worked with.
Show a natural affinity and passion for data, statistics and machine learning.
Have a deep interest in understanding how culture interacts with social media.
Work towards understanding the needs of marketers.
Focus on delivering value to the business.

Experience & Skills Required
Have strong statistical foundation including sampling methodologies.
Be a great communicator, with both business/technical stakeholders.
Confidently extract meaningful insights from data and sparse datasets.
Be able to Investigate social and cultural structures through the use of networks and graph theory
Make creative use of diverse datasources.
Understand text/natural language processing.
Able to develop collaborative filtering.
Demonstrate a broad understanding of machine learning algorithms.
Strong knowledge in data science tools such as Python, Spark, Tensorflow, etc.

If you fit the above job description, please contact Roisin McCarthy on
Show phone number
or email her on rmccarthy@datatech.org.uk. Please be advised that we can only accept candidates who have the right to work in the UK.

Alternatively, you can refer a friend or colleague by taking part in our fantastic referral schemes! If you have a friend or colleague who would be interested in this role, please refer them to us. For each relevant candidate that you introduce to us (there is no limit) and we place, you will be entitled to our general gift/voucher scheme.

Datatech is one of the UK’s leading recruitment agencies in the field of analytics and host of the critically acclaimed event, Women in Data UK. For more information visit our website: www.datatech.org.uk

Please note that if you have not heard back from us within 5 days from the date of your application we will not be proceeding further"
Data Scientist - Consultancy,Metrica Recruitment,"The Company:
This company is one of the largest providers of consulting and technology services, providing a collaborative, friendly and entrepreneurial environment. A truly global consultancy with offices based in central London and a broad client base of blue-chip companies, the company operates across a variety of sectors and industries.
Working within their data science and analytics team, you will provide expertise and structured thinking, allowing you to develop innovative analytical solutions to complex business problems.
The Role
This role will involve providing your expertise and logical thinking in a way that helps to develop exciting new analytical solutions for intricate business obstacles.
As a consultant you will work across multiple sectors including retail, financial services, and healthcare. Your role will focus on the delivery of a variety of projects; from developing a LinkedIn bot using Python to automate searches for new talent to developing a product-product collaborative filtering recommendation engine using Python, Django and Azure. Your role bridges the gap between complex analytics and management strategy of businesses, a core responsibility is explaining technical outcomes to non-technical stakeholders.
What to expect:
A strong basic salary with excellent benefits
Collaboration with high-end and blue-chip clients, within a variety of sectors
You will be based in their central London location, with national and global travel opportunities
Working within a well-established data science team, over 100 heads
The opportunity to work with cutting-edge software and programs
The Candidate
A numerical degree with a minimum 2:1 grade or equivalent from a reputable university
Over 18 months years of experience in operational research, customer analytics, BI analytics, data science
Excellent experience with Excel and SQL. Highly advantageous to have used Python or R as well as cloud computing platforms and big data tools
A commercially insightful and results-driven nature
An excellent level of consulting communication skills
Job Owner: d.prosser"
Senior Data Scientist,Hopper,"At Hopper, we’re on a mission to make booking travel faster, easier, and more transparent. We are leveraging the power that comes from combining massive amounts of data and machine learning to build the world’s fastest-growing travel app - one that enables our customers to save money and travel more. With over $235M CAD in funding from leading investors in both Canada and the US, Hopper is primed to continue its path toward becoming the go-to way to book travel as the world continues its shift to mobile.

Recognized as the fastest-growing travel app by Forbes and one of the world’s most innovative companies by Fast Company two years in a row, Hopper has been downloaded over 40 million times and has helped travelers plan over 100 million trips and counting. The app has received high praise in the form of mobile accolades such as the Webby Award for Best Travel App of 2019, the Google Play Award for Standout Startup of 2016 and Apple’s App Store Best of 2015.

Take off with us!

THE ROLE

Hopper is looking for a data-savvy individual to join our team as a Data Scientist and lead data-centric product development and complex business intelligence projects within our core air travel business unit. Every day you would draw powerful insights from our real-time feed of billions of flight search results and archives of several trillion data points. To succeed at Hopper you need the talent, passion, and experience to thrive in a highly performing company.

IN THIS ROLE YOU WILL:

Frame and conduct complex exploratory analyses needed to deepen our understanding of Hopper users.
Partner with product, business and strategy teams to leverage this user understanding for product improvements and other initiatives
Use machine learning and big data tools on tremendously large and complex data sets to enhance our data-driven, personalized travel advice
Conduct research into various aspects of our business and employ statistical and modeling techniques when appropriate to make recommendations to non-technical stakeholders
Create advanced dashboards for product experiment tracking and business unit performance analysis using Amplitude and Tableau
Find effective ways to simplify and communicate analyses to a non-technical audience.

A PERFECT CANDIDATE HAS:

A degree in Math, Statistics, Computer Science, Engineering or other quantitative disciplines
Extremely strong analytical and problem-solving skills
Proven ability to communicate complex technical work to a non-technical audience
A strong passion for and extensive experience in conducting empirical research and answering hard questions with data
Experience with a data visualization tool (Tableau preferred) and project analysis tool such as Amplitude
Experience with relational databases and SQL, especially Hive
Experience working with extremely large data sets
Experience in Pandas, R, SAS or other tools appropriate for large scale data preparation and analysis
Experience with data mining, machine learning, statistical modeling tools and underlying algorithms
Proficiency with Unix/Linux environments"
Regulatory Reporting - Data Scientist,London Stock Exchange Group,"Role Profile
Regulatory Reporting is a new function within UK Regulation. The successful candidate will report to the Regulatory Reporting Manager as part of a team totalling 4.
UK Regulation's role is to provide regulatory support for London Stock Exchange's Primary and Secondary Markets and to supervise the trading which takes place on them. It comprises three teams:
Primary Market Regulation (PMR) : administers the Exchange's Primary Market rules such as the Admission & Disclosure Standards and operates AIM, a primary market for small and medium sized companies, undertaking regulation of both AIM companies and Nominated Advisers (Nomads).
Rules and Compliance : responsible for assisting the FCA regulated entities within UK Capital Markets in complying with applicable FCA rules, R&C is the focal point for communication with the regulator.
Market Supervision (MSU) : responsible for monitoring member firm activity on the London Stock Exchange and Turquoise markets, MSU’s activities include real time surveillance of LSE markets to ensure that trading is orderly, efficient and in compliance with trading venue rules.
Following the implementation of MiFID II and the associated Regulation (MiFIR), the need to continue to develop the solutions implemented in order to:
keep pace with regulatory expectations;
address any deficiencies identified; and
reflect both further clarifications provided through the mechanism of ESMA Q&A and changes necessitated as a result of the onshoring of European legislation post the Brexit transition period
has highlighted a requirement for a dedicated function charged with the identification, prioritisation, communication and coordination of regulatory change.
The initial focus of the team will be matters relating to RTS 22 (Transaction Reporting) and RTS 24 (Order Record Keeping) however it is envisaged that, as the function develops, it will assume additional responsibilities for the management of both business requirements relating to, and data requests received from the regulators in respect of, RTS1 & 2 (Transparency), RTS7 (Algorithmic Trading), RTS8 (Market Making Arrangements) and RTS9 (Ratio of Unexecuted Orders to Transactions).
Key Responsibilities
Development of analytics to support:
ongoing compliance with all MiFID II reporting obligations;
implementation of new regulatory requirements as necessary;
fulfilment of regulatory data requests.
Key Behaviours
Communication : very strong oral and written communication skills; able to tailor messages to a variety of audiences.
Motivation & Flexibility : able to operate independently, reprioritise own workload as necessary, and deliver to tight deadlines; comfortable in a fast-moving environment;; willing to dedicate requisite effort to ensure activities completed on time and to the quality required; pro-active and able to demonstrate initiative.
Organisation : able to manage multiple deliverables concurrently; adopts a logical approach to the prioritisation and delivery of tasks.
Analysis : able to grasp concepts quickly and design / deliver analytics to support delivery of business requirements; unafraid to raise questions to both confirm understanding and test the logic of facts as presented.
Teamwork : able to work a part of a close-knit team; willing to share information and ideas proactively.
Key Skills
Essential
An advanced degree (PhD preferable) in Computer Science (Preferably with Machine Learning), Physics, Maths or Engineering. We will consider good masters candidates as well.
Knowledge of any of the following Languages (e.g. Python, Scala, C++, R, Julia)
Appreciation of good programming practices
Desirable
Working knowledge of Spark and associated open source technologies
Experience working within a Big Data / Machine Learning setting
Knowledge of Machine Learning / Deep Learning / Reinforcement Learning / NLP
Knowledge of Cloud Technologies
People are at the heart of what we do and drive the success of our business. Our colleagues thrive personally and professionally through our shared values of Integrity, Partnership, Innovation and Excellence which are at the core of our culture. We embrace diversity and actively seek to attract people with unique backgrounds and perspectives. We are always looking at ways to become more agile so we meet the needs of our teams and customers. We believe that an inclusive collaborative workplace is pivotal to our success and supports the potential and growth of all colleagues at LSEG.
A career with London Stock Exchange Group offers you the opportunity to be at the centre of the financial community. As well as competitive salaries and a range of attractive benefits, we maximise each employee’s potential through personal development plans, training, coaching and mentoring.
People are at the heart of what we do and drive the success of our business. Our colleagues thrive personally and professionally through our shared values of Integrity, Partnership, Innovation and Excellence are at the core of our culture. We embrace diversity and actively seek to attract people with unique backgrounds and perspectives. We are always looking at ways to become more agile so we meet the needs of our teams and customers. We believe that an inclusive collaborative workplace is pivotal to our success and supports the potential and growth of all colleagues at LSEG.
A career with London Stock Exchange Group offers you the opportunity to be at the centre of the financial community. As well as competitive salaries and a range of attractive benefits, we maximise each employee’s potential through personal development plans, training, coaching and mentoring.
Please take a moment to read this privacy notice carefully, as it describes what personal information the London Stock Exchange Group (“We”) may hold about you, what it’s used for, and how it’s obtained. If you would like this information to be removed from the London Stock Exchange Group HR database, please contact workday@lseg.com . If you choose to have your information removed, you will be removed as a candidate and we will not be able to progress your application for opportunities at the London Stock Exchange Group."
Data Scientist,Laing O'Rourke,"Location:*Dartford
Employment type:Permanent
Job family:Information Technology

Data Scientist
The Construction industry is a fundamental part of the UK economy making up 7% of GDP (£110 billion). Laing O'Rourke is a privately owned, internationally focused engineering enterprise with world-class capabilities offering a fully integrated business model across engineering, manufacturing and asset management.
Laing O'Rourke is an innovator in its sector. A pioneer for Modern Methods of Construction (MMC) and off-site manufacturing we are continuously looking at how to be more progressive and dynamic to meet the changing needs of the world.
This opportunity is about being part of a new team created by the Group Director of Technical and Digital, led by the Global Data Architect. This team is about transforming this organisation to be at the fore front of data and analytics utilisation in the construction industry, leading the sector to a new era.
The new team needs a Data Scientist (alongside Data Analyst and Data Architect).
You need to be a driving force for change, with great stakeholder skills and a flare for collaboration. This role requires strong relationship management, compelling story telling and the ability to influence and simplify.
This is a challenging environment and requires individuals who are excited about creating a lasting impact and legacy in an industry and a business that thrives on change and is ready for evolution.
Insight into the Role, full role description available:
Team Level:
Identify pathways to transform our data and knowledge to actionable intelligence.
Define key performance indicators for the success of the digital program and be accountable for them.
Work closely with the global digital team and broader organisation to champion and create an agile collaborative culture.
Provide transparency on risks and opportunities that arise from this initiative, and effectively communicate that to the executive teams.
Ensure and enable the sharing of information across Laing O'Rourke to leverage the global expertise and experience around our businesses.

Individual level:
The role will be to use advanced analytics to extract value from business data, with specific responsibilities of:
Identifying opportunities to improve consistency in data for greater predictability.
Designing large-scale experimentations on data across business silos.
Proposing a robust and reliable approach to data sampling, model training, re-training and quality assurance of the advanced analytics pipeline.
Improving data wrangling and preparation to increase efficiencies.
Looking at opportunities to move advanced analytics and machine learning algorithms into production environment, highlighting dependencies, scalability options and limitations.

What you'll bring to the role:
Strong business acumen, analytical and problem-solving skills.
Proven experience with one or more programming languages, preferably Python.
Hands-on knowledge of unsupervised and supervised machine learning methods and data toolkits such as Numpy, Pandas, scikit, etc.

Additional Skills that will be sought after and valued:
Past implementation of Big Data management systems such as Hadoop or Spark.
Strong understanding of statistics methods and skills such as Bayesian Inference, mixed and multi-level models.
Ability to leverage integration tools such as APIs, Web Services, JDBC/ODBC connectors, and other integration technologies.

We really value difference at Laing O'Rourke and believe a diverse team drives innovation. We are a global multicultural business committed to the inclusion of all employees, enabling everyone to feel respected & valued for being themselves.
We want to ensure our recruitment process is accessible to all. If you need the application form in an alternative format or you would like to know more about our recruitment process please email recruitment@laingorourke.com."
Clinical Data Scientist,Medopad,"At Huma we have unusually broad and exciting opportunities to tackle detecting earlier signals of disease or modelling individual risk using readily available devices and sensors at a series-B funded startup. Working with clinicians, machine learning engineers and others in a multidisciplinary team, you will lead hands-on development of models of risk and disease progression across a variety of challenging areas such as COVID-19, orthopaedics or general healthiness. This role requires a strong understanding of the clinical side as well as experience in modern data science and machine learning techniques and excellent communication skills, so would suit someone with a background in epidemiology or public health.
What you will be doing
Work with multidisciplinary teams to develop new clinical data science solutions to challenging real world healthcare problems
Develop risk scores and models of disease progression using both large-scale health datasets and novel digital biomarkers
Take models and systems from early prototypes and tests through to clinical trials, validation and launch
Work constructively with clients and partners to explore and scope new projects and provide technical or statistical assurance for models created
Maintain high standards of data governance and ethics
Your skills & capabilities
Deep understanding of analytical and statistical methods; demonstrated experience working with large-scale patient level healthcare datasets from multiple research studies
Strong presentation, writing and communication skills, including presenting and explaining concepts to varied audiences, authoring scientific documents and working on clinical trial protocols
Experienced in Python and R; hands-on experience applying statistical and machine learning approaches to a variety of problems
Experience of programming and/or scripting in a Linux environment; using data visualisation tools such as R Shiny or Tableau
Post-graduate science or medical degree, specialising in epidemiology, public health, health data science or similar
Playing to your strengths
Resilience - to show adaptability and willingness to work across teams, contributing wherever you can
Sense of urgency - to be able to focus your energy on where it matters the most
Communication - open, clear, and frequent communicator who is confident in their convictions but listens to other opinions with fairness.
Self-starter - to be able to hit the ground running and help create the future of healthcare
Attention to detail - working with someone as important as people’s health means we obsess over every detail and make sure we get it right.
Vision - imagine what is possible, and drive our business forward.
Talented, resourceful, and determined.
This team has a passion to build technology that solves one of the biggest global challenges – human longevity.
Come join us!

We believe magic happens when you bring together diverse ideas, experiences, and styles. We want to create a world where people live longer, fuller lives, and to do that well we need a team that represents all of the people and communities who use our solutions. We are an environment where everyone has the opportunity to do their best work.

If there are any adjustments we can make for our process to be more inclusive, please get in touch.

Dear recruitment agency friends: Huma attracts an amazing number of direct candidates and we do not need any help at this stage, so please do not send us unsolicited agency resumes. This is not a great use of your time, and we will not accept any liability or fees for any resumes or candidates which we have not asked you to find for us."
Data Scientist,Venturi,"Data Scientist with a minimum of 2+ years’ experience working with Python, R , SQL and common data science tool kits is required for a prestigious award-winning Healthtech company based in London.

The Data Scientist selected will enjoy a basic salary of up to £90,000 depending on experience, and alongside this there is an outstanding benefits package which has amazing perks such as BUPA health and life insurance, pension scheme and many more including:

Creative, Innovative and fun environment with a sense of being part of a community
Healthy lifestyle promoted, i.e. free yoga, breakfast and snacks
Childcare Vouchers
Large emphasis on work/life balance with consistent social gatherings. football etc
Pension Scheme

The successful Data Scientist ( Python / SQL ) will have the following crucial skills:

2 years plus experience using Python, SQL, NoSQL and data science toolkits
Provide expert insight into Machine Learning and algorithms
Data visualization tools like Tableau
Be able to apply statistics with an emphasis on distributions and statistical testing

The key role for the successful Data Scientist ( Python / R / SQL ) is to be able to improve the product that the company delivers through applying data mining techniques, statistical analysis and building high quality solutions integrated within the company’s system to enable them to make more efficient decisions, whilst being able to further your career and be part of a team that really wants to make a change. As a data scientist ( Python / R / SQL ) you will be expected to be able to select features, building and optimizing models using statistical analysis for business insights.

If you are interested in finding out more about this position, its suitability for yourself and the prestigious client who is offering this opportunity then please apply through the website.

Keywords for search: Data Scientist / Tableau / R / NumPy / SQL / NoSQL / Python / Data Mining / Data analytics / Machine learning / Data Visualization / Java / PowerBI

Venturi is a staffing business dedicated to you, differentiating ourselves in the marketplace by quality of service and candidate delivery. Our highly skilled and experienced staff operate within dedicated markets to give you the best service possible. Venturi markets include Business Intelligence, Development, Legal IT, Infrastructure, Security and other similar IT specifics. Venturi operates as an employment agency and employment business. No terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we are happy to accept applications from persons of any age for this role"
Senior Data Scientist – Premium Analytics (Payments),Spotify,"The Premium Analytics team is part of the business strategy organisation for the Spotify subscription business. You’ll be an essential part of the growth and direction of Spotify as we grow to 130M+ subscribers around the globe. In this role you will partner with our world-class international payments team, helping them identify new opportunities for growth and guide decision making.
You will work with a global team of data scientists, business managers, marketers, and engineers. We are all passionate about what we do and move forward with high impact projects at a high pace. Learning and improving is part of our daily routine, and you will be free to develop your skills and ways of working. At your fingertips, you’ll have access to all of the data Spotify has to offer and will get the opportunity to be creative with how you drive insights and strategies from that. Above all, your work will impact the way the world experiences music.
What you’ll do
Partner with the payments organisation to help them discover and evaluate new opportunities to drive subscriber growth.
Create and communicate actionable recommendations and analyses that improve how we acquire and retain subscribers.
Design and execute comprehensive A/B tests, making sure that we monitor all relevant metrics and that we’re learning at every step along the way.
Build scalable data pipelines and dashboards to facilitate business performance tracking.
Who you are
You have 6+ years of professional experience synthesizing insights from data using tools such as Python, SQL, R. Experience with distributed systems (Redshift, Hadoop, BigQuery) is a plus.
You are intellectually curious, creative, and diligent…you enjoy thinking about the business as much as the data.
Have experience partnering with stakeholders to measure the impact of business/marketing initiatives and synthesizing those learnings in coherent recommendations.
You have a background in Economics, Computer Science, Statistics, Engineering or a relevant field.
Prior knowledge of payments platforms or processing is a big plus.
You are comfortable working on a globally dispersed team (with occasional international travel).
You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be brilliant. So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.
Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the opportunity to enjoy and be inspired by these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service with a community of more than 286 million users."
Data Scientist,Trust In Soda,"Location: London
Posting date:
11 Nov 2019
Specialism:
Software Engineering
Industry:
Energy
Job Type:
Contract
Rate:
0.00 - 465.00 GBP

1 month contract"
Data Scientist - Chatbot,Harnham,"Data Scientist - Chatbot
Remote
6-month Contract
£700 per day

As a Data Scientist, you will be required to build a state-of-the-art chatbot that will recognise voice and text dialog. You will be working for an advanced technology company, working for their clients in the retail sector.
THE COMPANY:
This company are a specialist consultancy in the retail sector. They build Data Science products to enhance client performance, whether that be predictive models for pricing, optimisation models for storage space or chatbots for their websites. The company has specialist teams in NLP, AI and Data Science. They require a chatbot expert to implement a prototype for their clients.
THE ROLE:
As a Data Scientist you will be responsible for building an advanced AI chatbot for several retail clients. Ideally, you would have experience using Google Dialog to model the required Decision Trees so that the chatbot can give relevant responses. You will be working with the most cutting-edge technologies and building this model from scratch. If you have expertise with NLP and have worked on chatbots previously, this role is perfect for you.
YOUR SKILLS AND EXPERIENCE:
The ideal Chatbot Data Scientist will have:
Experience creating chatbots
Expertise working with NLP technologies
Come from a Software background
A Masters or PhD
HOW TO APPLY:
Please register your interest by sending your CV via the Apply link on this page."
